<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,-,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,95.13 ± 1.84 / 97.49 ± 1.00,34.68 ± 1.87 / 33.98 ± 1.77,3.84 ± 3.20 / 34.27 ± 1.16,73.24 ± 1.01 / 54.12 ± 1.08,-,38.08 ± 0.67 / 51.62 ± 0.89,11.93 ± 1.38 / 53.74 ± 0.84,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,40.33 ± 6.34 / 65.37 ± 5.52,41.06 ± 2.20 / 41.08 ± 2.25,2.25 ± 2.08 / 46.82 ± 4.29,10.48 ± 2.00 / 5.73 ± 1.53,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,?,128000.0,4096.0,✓,✗,(✓),✓,42.82 ± 9.41 / 60.60 ± 7.93,38.65 ± 1.02 / 38.06 ± 0.94,33.97 ± 2.48 / 64.92 ± 2.21,73.58 ± 1.12 / 55.30 ± 1.03,-,40.54 ± 0.89 / 55.11 ± 0.72,21.61 ± 2.46 / 60.81 ± 1.19,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,96.45 ± 0.40 / 98.21 ± 0.21,40.27 ± 0.86 / 36.13 ± 1.19,29.56 ± 3.51 / 54.53 ± 3.78,71.51 ± 1.21 / 50.79 ± 1.48,-,39.93 ± 1.16 / 53.94 ± 0.93,21.25 ± 1.23 / 60.36 ± 0.68,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,45.67 ± 7.19 / 69.06 ± 6.16,46.70 ± 3.47 / 46.52 ± 3.62,0.80 ± 1.27 / 43.17 ± 5.20,18.38 ± 1.56 / 12.17 ± 1.49,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-,93990500.0,65636.0,512.0,✓,✗,(✓),✓,31.44 ± 2.63 / 62.48 ± 2.36,51.92 ± 0.91 / 51.93 ± 0.87,3.72 ± 1.75 / 50.66 ± 1.17,0.81 ± 0.77 / 0.51 ± 0.52,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,75.97 ± 6.61 / 85.98 ± 4.35,41.92 ± 1.25 / 39.07 ± 1.32,29.67 ± 3.49 / 60.25 ± 3.84,76.33 ± 2.12 / 59.20 ± 2.59,-,39.71 ± 0.73 / 53.92 ± 0.58,24.11 ± 2.34 / 61.57 ± 1.45,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,53.20 ± 9.90 / 68.85 ± 7.60,42.71 ± 0.75 / 41.42 ± 0.73,15.29 ± 2.16 / 42.04 ± 2.71,77.57 ± 0.80 / 59.89 ± 1.24,-,30.55 ± 0.96 / 43.66 ± 1.22,35.59 ± 1.37 / 64.98 ± 1.34,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,66.18 ± 1.17 / 82.98 ± 0.62,36.85 ± 0.55 / 33.55 ± 0.66,7.45 ± 1.91 / 52.49 ± 0.96,38.01 ± 0.44 / 0.00 ± 0.00,-,0.00 ± 0.00 / 23.41 ± 0.67,0.00 ± 0.00 / 49.12 ± 0.75,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,-,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-,108867577.0,84985.0,512.0,✓,✗,(✓),✗,18.70 ± 5.37 / 54.37 ± 4.83,65.37 ± 0.58 / 65.27 ± 0.55,2.23 ± 1.47 / 42.94 ± 5.33,0.28 ± 0.37 / 0.16 ± 0.26,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,94.67 ± 1.59 / 97.27 ± 0.86,36.00 ± 1.56 / 31.74 ± 1.48,0.00 ± 0.00 / 33.30 ± 0.27,12.25 ± 0.64 / 0.07 ± 0.07,-,29.31 ± 0.96 / 46.33 ± 0.70,0.70 ± 0.95 / 49.18 ± 0.78,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,34.70 ± 8.70 / 61.04 ± 8.06,18.46 ± 0.78 / 17.99 ± 0.69,0.12 ± 1.40 / 45.12 ± 3.60,14.68 ± 1.35 / 0.00 ± 0.00,-,0.80 ± 1.05 / 26.03 ± 0.89,2.19 ± 2.28 / 51.40 ± 1.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,96.68 ± 0.52 / 98.33 ± 0.27,38.33 ± 1.15 / 36.43 ± 1.10,43.73 ± 3.49 / 70.63 ± 2.60,74.93 ± 1.23 / 56.16 ± 1.81,-,42.50 ± 0.87 / 56.81 ± 0.64,25.37 ± 2.08 / 62.06 ± 0.87,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,92.56 ± 0.81 / 96.24 ± 0.43,38.00 ± 0.65 / 32.74 ± 0.93,13.96 ± 1.53 / 45.55 ± 1.70,64.97 ± 1.03 / 45.53 ± 0.89,-,29.86 ± 1.98 / 47.36 ± 1.49,17.07 ± 1.56 / 58.03 ± 0.97,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-,561192082.0,250002.0,512.0,✓,✗,(✓),✓,80.98 ± 17.64 / 88.81 ± 12.06,78.55 ± 0.84 / 78.36 ± 0.85,44.03 ± 18.49 / 67.89 ± 12.82,27.48 ± 1.40 / 20.21 ± 1.14,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,42.77 ± 1.55 / 70.55 ± 1.00,13.09 ± 0.98 / 13.69 ± 0.84,-1.22 ± 2.26 / 36.41 ± 1.95,4.29 ± 0.91 / 1.00 ± 0.51,-,12.15 ± 1.17 / 33.90 ± 0.93,-1.49 ± 1.29 / 49.23 ± 0.61,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,-,?,100256.0,272000.0,✓,✗,✗,✓,97.10 ± 1.29 / 98.55 ± 0.65,46.17 ± 1.19 / 35.10 ± 1.01,56.89 ± 3.72 / 75.20 ± 2.36,64.92 ± 1.40 / 38.73 ± 2.17,-,90.62 ± 1.31 / 92.97 ± 0.98,76.49 ± 4.44 / 88.98 ± 2.11,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO'>OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,(✓),✗,95.51 ± 0.63 / 97.74 ± 0.32,37.73 ± 0.82 / 32.12 ± 0.95,14.58 ± 1.41 / 48.01 ± 1.66,61.72 ± 1.55 / 37.01 ± 2.36,-,36.65 ± 0.95 / 52.51 ± 0.70,29.36 ± 1.53 / 64.32 ± 0.84,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
fresh-electra-small,🔍,-,13738755.0,32000.0,128.0,✓,✗,✗,✓,27.61 ± 9.29 / 57.82 ± 8.32,14.84 ± 1.28 / 14.56 ± 1.29,-0.31 ± 0.60 / 33.33 ± 0.27,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
fresh-xlm-roberta-base,🔍,-,278885778.0,250002.0,512.0,✓,✗,✗,✓,25.24 ± 5.23 / 51.23 ± 6.02,20.95 ± 2.97 / 20.65 ± 3.05,1.53 ± 1.82 / 40.59 ± 5.04,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,93.31 ± 2.26 / 96.62 ± 1.14,40.51 ± 0.96 / 33.32 ± 0.74,39.73 ± 3.95 / 69.63 ± 1.98,65.85 ± 1.64 / 38.22 ± 1.81,-,75.34 ± 1.72 / 81.45 ± 1.29,45.42 ± 4.50 / 74.38 ± 2.34,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,94.99 ± 1.43 / 97.49 ± 0.71,47.06 ± 1.22 / 34.91 ± 0.82,61.01 ± 2.06 / 80.17 ± 1.12,65.60 ± 1.93 / 39.99 ± 2.02,-,85.75 ± 1.44 / 89.30 ± 1.08,68.77 ± 4.39 / 84.69 ± 2.08,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,95.38 ± 1.15 / 97.68 ± 0.58,43.78 ± 1.05 / 33.61 ± 0.74,59.69 ± 1.81 / 79.57 ± 0.97,61.86 ± 1.77 / 28.92 ± 1.94,-,89.79 ± 1.44 / 92.30 ± 1.09,72.60 ± 4.47 / 87.11 ± 2.11,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,89.43 ± 0.46 / 94.65 ± 0.26,35.08 ± 0.68 / 31.28 ± 0.74,17.85 ± 0.95 / 57.62 ± 1.03,66.71 ± 1.17 / 42.88 ± 1.57,-,25.84 ± 1.25 / 44.06 ± 0.99,5.81 ± 1.98 / 52.53 ± 0.89,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,64.45 ± 5.28 / 80.85 ± 3.51,72.15 ± 0.80 / 71.91 ± 0.86,40.61 ± 5.55 / 69.60 ± 3.21,18.74 ± 1.74 / 12.42 ± 1.43,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-,307531778.0,256000.0,8192.0,✓,✗,(✓),✓,82.92 ± 1.90 / 91.25 ± 1.10,73.47 ± 1.20 / 72.89 ± 1.22,50.45 ± 4.68 / 74.92 ± 2.31,24.81 ± 1.03 / 17.67 ± 1.06,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-,559890946.0,250002.0,512.0,✓,✗,(✓),✗,91.21 ± 0.78 / 95.52 ± 0.44,76.62 ± 1.22 / 76.67 ± 1.17,15.66 ± 13.61 / 54.76 ± 7.45,27.95 ± 1.35 / 19.70 ± 1.76,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,-,278044162.0,250002.0,512.0,✓,✗,(✓),✗,85.42 ± 2.26 / 92.45 ± 1.34,72.69 ± 0.90 / 73.11 ± 0.86,4.95 ± 6.16 / 51.01 ± 3.72,15.44 ± 2.21 / 10.36 ± 1.65,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,94.18 ± 0.72 / 97.08 ± 0.36,36.88 ± 1.07 / 33.42 ± 1.08,9.16 ± 2.14 / 46.01 ± 0.85,25.93 ± 1.92 / 4.18 ± 2.20,-,28.31 ± 3.07 / 45.02 ± 2.65,3.07 ± 2.97 / 51.89 ± 1.38,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,96.45 ± 0.29 / 98.21 ± 0.15,43.22 ± 1.17 / 40.12 ± 1.38,26.42 ± 1.18 / 58.28 ± 2.07,69.66 ± 1.47 / 50.09 ± 1.70,-,50.62 ± 1.14 / 62.43 ± 1.00,24.08 ± 2.89 / 60.47 ± 1.70,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,-,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,94.87 ± 0.55 / 97.42 ± 0.29,41.21 ± 0.73 / 32.79 ± 0.85,31.18 ± 1.86 / 64.37 ± 0.70,68.20 ± 0.86 / 43.53 ± 1.52,-,38.58 ± 0.84 / 53.88 ± 0.63,18.65 ± 1.93 / 59.11 ± 1.00,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,-,575922690.0,250300.0,512.0,✓,✗,(✓),✓,90.66 ± 1.33 / 95.32 ± 0.66,76.87 ± 0.74 / 76.35 ± 0.76,35.45 ± 17.02 / 64.15 ± 11.67,33.05 ± 1.22 / 25.30 ± 1.17,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,95.94 ± 0.85 / 97.92 ± 0.44,39.25 ± 1.00 / 28.89 ± 0.66,44.63 ± 3.17 / 71.97 ± 1.56,64.38 ± 1.20 / 34.21 ± 1.69,-,65.31 ± 1.83 / 73.95 ± 1.39,39.02 ± 5.53 / 69.84 ± 2.70,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-,278810882.0,251000.0,512.0,✓,✗,(✓),✓,72.09 ± 17.01 / 84.74 ± 10.75,71.57 ± 0.98 / 71.78 ± 1.03,52.70 ± 6.70 / 73.74 ± 5.14,9.39 ± 1.54 / 6.65 ± 1.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/OpenLLM-Ro/RoGemma2-9b-Instruct-DPO'>OpenLLM-Ro/RoGemma2-9b-Instruct-DPO</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,96.15 ± 0.43 / 98.06 ± 0.22,39.95 ± 1.08 / 35.87 ± 1.06,24.91 ± 1.43 / 59.38 ± 1.74,66.12 ± 1.08 / 40.91 ± 2.12,-,46.77 ± 1.39 / 59.96 ± 1.04,46.15 ± 1.91 / 72.93 ± 0.97,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,97.75 ± 0.33 / 98.87 ± 0.17,47.90 ± 1.45 / 41.06 ± 1.34,49.01 ± 2.82 / 73.92 ± 1.80,13.69 ± 0.43 / 0.09 ± 0.10,-,72.87 ± 0.86 / 79.60 ± 0.65,53.73 ± 2.07 / 76.85 ± 1.03,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,13.58 ± 7.26 / 41.82 ± 6.90,20.37 ± 1.27 / 20.35 ± 1.29,0.08 ± 1.25 / 37.04 ± 2.45,15.02 ± 2.24 / 7.03 ± 1.68,-,0.40 ± 1.04 / 25.61 ± 0.83,-0.66 ± 1.69 / 49.65 ± 0.80,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoMistral-7b-Instruct-DPO'>OpenLLM-Ro/RoMistral-7b-Instruct-DPO</a>,📝,-,7248023552.0,32768.0,32768.0,✗,✗,(✓),✗,96.04 ± 0.41 / 98.01 ± 0.20,35.87 ± 0.91 / 30.45 ± 0.98,7.32 ± 1.04 / 40.42 ± 1.49,65.97 ± 1.26 / 44.57 ± 1.72,-,27.82 ± 0.76 / 45.40 ± 0.61,12.21 ± 1.91 / 55.51 ± 0.93,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,95.46 ± 0.99 / 97.73 ± 0.49,30.90 ± 1.17 / 29.24 ± 0.91,30.06 ± 2.51 / 63.52 ± 1.39,58.12 ± 1.68 / 27.21 ± 2.28,-,44.61 ± 1.86 / 58.01 ± 1.51,5.48 ± 3.69 / 57.27 ± 1.71,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,81.67 ± 1.20 / 90.60 ± 0.67,34.66 ± 0.53 / 30.77 ± 0.72,7.17 ± 1.58 / 50.56 ± 1.95,25.54 ± 1.59 / 1.80 ± 0.38,-,21.58 ± 0.76 / 41.10 ± 0.62,5.52 ± 2.13 / 52.89 ± 1.05,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,91.90 ± 0.86 / 95.90 ± 0.47,37.04 ± 0.99 / 30.20 ± 0.73,20.00 ± 1.61 / 59.54 ± 1.05,71.17 ± 0.99 / 52.60 ± 1.22,-,37.33 ± 0.95 / 52.74 ± 0.67,7.14 ± 1.82 / 53.64 ± 0.95,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,-,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,-,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,73.97 ± 4.57 / 85.16 ± 3.14,29.77 ± 2.24 / 29.48 ± 2.14,0.19 ± 0.75 / 34.23 ± 1.26,51.36 ± 1.56 / 37.64 ± 1.54,-,2.82 ± 1.17 / 24.17 ± 0.66,0.00 ± 0.00 / 49.12 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,96.72 ± 0.44 / 98.34 ± 0.22,40.34 ± 0.76 / 30.35 ± 0.65,29.59 ± 2.13 / 63.90 ± 1.10,63.01 ± 0.93 / 39.23 ± 1.74,-,46.78 ± 0.74 / 59.91 ± 0.55,33.05 ± 2.25 / 66.50 ± 1.14,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,78.66 ± 2.76 / 88.26 ± 1.76,43.16 ± 0.80 / 39.97 ± 0.75,14.56 ± 1.71 / 51.61 ± 1.04,61.37 ± 1.09 / 42.21 ± 1.41,-,48.02 ± 1.47 / 60.95 ± 1.07,26.86 ± 2.50 / 63.37 ± 1.21,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,-,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,-,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,26.25 ± 4.53 / 57.00 ± 3.93,34.57 ± 1.17 / 34.89 ± 1.16,0.56 ± 1.58 / 47.01 ± 2.89,6.88 ± 0.46 / 2.84 ± 0.40,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,-,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,29.58 ± 4.08 / 59.05 ± 4.62,37.03 ± 1.91 / 37.40 ± 1.99,0.70 ± 1.35 / 47.36 ± 2.23,10.29 ± 0.94 / 5.59 ± 0.77,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,-,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,88.79 ± 0.75 / 94.33 ± 0.39,30.95 ± 1.11 / 29.48 ± 0.96,6.60 ± 1.90 / 38.98 ± 2.91,60.62 ± 1.04 / 44.90 ± 1.65,-,19.59 ± 1.45 / 39.50 ± 1.05,2.17 ± 2.54 / 50.05 ± 1.25,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,86.54 ± 0.75 / 93.24 ± 0.38,33.82 ± 0.76 / 31.00 ± 0.66,10.26 ± 1.89 / 53.97 ± 1.21,17.96 ± 0.86 / 0.29 ± 0.13,-,19.11 ± 0.84 / 39.04 ± 0.58,4.94 ± 2.13 / 52.30 ± 1.10,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
