<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base</a>,📝,-,?,7771263040.0,96640.0,8192.0,✓,✗,(✓),✗,26.81 ± 5.41 / 39.71 ± 6.41,-,3.33 ± 1.97 / 47.65 ± 2.23,-,-,-,-,15.7.2.dev0,-,15.8.2,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,-,?,68976653312.0,32000.0,4096.0,✓,✗,(✓),✓,50.12 ± 1.33 / 57.22 ± 1.59,56.85 ± 2.33 / 37.78 ± 1.78,15.12 ± 1.53 / 44.65 ± 2.06,64.41 ± 0.71 / 39.72 ± 1.87,-,19.04 ± 2.92 / 34.82 ± 2.80,2.38 ± 2.30 / 25.57 ± 1.25,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,-,?,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,49.89 ± 0.76 / 49.81 ± 0.37,83.94 ± 1.12 / 59.95 ± 2.72,21.42 ± 2.82 / 55.72 ± 2.29,71.93 ± 1.17 / 47.78 ± 2.75,-,69.71 ± 0.74 / 77.23 ± 0.54,69.30 ± 1.19 / 76.34 ± 1.01,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,-,N/A,405853388800.0,128256.0,131072.0,✓,✗,(✓),✓,57.25 ± 1.93 / 63.57 ± 2.68,78.32 ± 1.81 / 68.21 ± 1.48,45.10 ± 5.55 / 70.32 ± 4.02,75.85 ± 5.50 / 61.07 ± 5.10,-,71.23 ± 1.19 / 78.42 ± 0.90,70.09 ± 2.77 / 77.07 ± 2.27,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/meta-llama/Llama-2-13b-hf'>meta-llama/Llama-2-13b-hf</a>,🧠,-,N/A,13015866880.0,32000.0,4096.0,✓,✗,(✓),✓,45.85 ± 2.72 / 61.30 ± 2.65,43.55 ± 5.64 / 40.35 ± 5.04,8.54 ± 2.95 / 49.70 ± 3.79,71.05 ± 1.61 / 53.56 ± 2.86,-,24.24 ± 1.16 / 42.89 ± 0.84,8.62 ± 1.75 / 30.87 ± 1.34,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf</a>,📝,-,?,13015866880.0,32000.0,4096.0,✓,✗,(✓),✓,47.66 ± 1.61 / 55.79 ± 1.73,51.79 ± 2.50 / 36.14 ± 1.53,11.42 ± 1.34 / 41.66 ± 1.58,62.40 ± 1.43 / 44.69 ± 2.07,-,9.57 ± 1.34 / 29.68 ± 1.26,0.89 ± 1.31 / 26.79 ± 0.75,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,-,?,?,65024.0,?,✓,✗,(✓),✗,53.51 ± 1.89 / 67.61 ± 2.35,60.56 ± 4.59 / 49.70 ± 2.63,26.86 ± 2.56 / 60.05 ± 3.24,67.94 ± 0.76 / 48.59 ± 2.20,-,25.42 ± 0.95 / 43.45 ± 0.84,12.59 ± 1.36 / 33.71 ± 0.69,15.9.1.dev0,15.9.1.dev0,15.9.1.dev0,15.9.1.dev0,-,15.9.1.dev0,15.9.1.dev0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,-,N/A,2023868416.0,64000.0,4096.0,✓,✗,(✓),✗,0.56 ± 0.79 / 16.74 ± 0.19,39.59 ± 3.03 / 33.35 ± 2.38,1.46 ± 0.68 / 44.75 ± 2.72,64.01 ± 1.53 / 49.05 ± 1.41,-,17.13 ± 1.30 / 33.48 ± 0.77,7.44 ± 0.66 / 29.33 ± 0.86,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,-,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/infly/OpenCoder-1.5B-Instruct'>infly/OpenCoder-1.5B-Instruct</a>,📝,-,?,1905650880.0,96640.0,4096.0,✗,✗,(✓),✗,13.18 ± 3.90 / 27.42 ± 4.75,-,1.07 ± 1.50 / 38.50 ± 3.07,-,-,-,-,15.8.1.dev0,-,15.8.2,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,-,N/A,68976653312.0,32000.0,4096.0,✓,✗,(✓),✓,56.87 ± 1.59 / 70.67 ± 1.10,73.77 ± 1.34 / 63.44 ± 2.17,12.77 ± 6.40 / 54.55 ± 3.55,72.31 ± 3.74 / 54.32 ± 3.75,-,46.53 ± 1.13 / 59.65 ± 0.86,36.34 ± 3.01 / 49.77 ± 2.69,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/kurakurai/Luth-0.6B-Instruct'>kurakurai/Luth-0.6B-Instruct</a>,📝,-,?,596049920.0,151936.0,40960.0,✗,✗,(✓),✗,42.15 ± 2.24 / 59.22 ± 2.33,40.53 ± 3.62 / 33.14 ± 2.82,8.20 ± 1.20 / 52.85 ± 0.97,45.56 ± 1.91 / 22.07 ± 2.27,-,18.63 ± 1.26 / 38.55 ± 0.93,14.91 ± 1.12 / 34.28 ± 1.23,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-,N/A,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,35.09 ± 2.19 / 55.82 ± 1.73,83.75 ± 1.74 / 73.40 ± 1.69,30.94 ± 7.23 / 64.43 ± 3.69,39.26 ± 2.07 / 25.66 ± 1.44,-,-,-,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,-,-,-
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-,N/A,307531778.0,256000.0,8192.0,✓,✗,(✓),✓,38.88 ± 3.75 / 58.43 ± 2.43,85.22 ± 1.54 / 74.91 ± 0.78,39.57 ± 7.22 / 69.19 ± 3.64,47.39 ± 1.62 / 31.45 ± 1.39,-,-,-,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-,N/A,559890946.0,250002.0,512.0,✓,✗,(✓),✗,56.84 ± 3.38 / 70.43 ± 2.60,90.74 ± 0.61 / 80.64 ± 0.56,5.82 ± 4.77 / 51.97 ± 2.65,55.11 ± 1.01 / 39.81 ± 1.25,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct</a>,📝,-,?,7771262976.0,96640.0,8192.0,✓,✗,(✓),✗,42.93 ± 3.66 / 61.44 ± 2.65,-,9.48 ± 2.89 / 50.42 ± 2.52,-,-,-,-,15.8.1.dev0,-,15.8.2,-,-,-,-
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-,0.62,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,51.81 ± 2.34 / 62.27 ± 2.28,48.59 ± 2.60 / 32.95 ± 1.85,20.99 ± 2.55 / 59.03 ± 2.03,64.40 ± 0.60 / 44.88 ± 1.00,-,33.38 ± 1.37 / 49.79 ± 1.06,33.90 ± 1.07 / 49.40 ± 0.86,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,-,?,1656850432.0,128000.0,4096.0,✓,✗,(✓),✓,20.88 ± 3.11 / 39.60 ± 3.23,21.76 ± 8.55 / 24.50 ± 4.43,2.68 ± 1.34 / 45.51 ± 3.40,54.25 ± 0.83 / 38.31 ± 2.16,-,1.60 ± 1.14 / 25.52 ± 0.78,0.53 ± 1.02 / 26.41 ± 0.47,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/google/gemma-7b-it'>google/gemma-7b-it</a>,📝,-,?,8537680896.0,256000.0,8192.0,✗,✗,(✓),✓,23.25 ± 5.56 / 39.85 ± 6.24,56.96 ± 2.73 / 47.35 ± 2.37,6.05 ± 1.52 / 47.44 ± 3.02,15.36 ± 1.40 / 1.48 ± 0.50,-,7.90 ± 1.58 / 28.10 ± 1.79,1.29 ± 1.05 / 26.01 ± 0.78,15.6.1,15.6.1,15.6.1,15.6.1,-,15.6.1,15.6.1
<a href='https://hf.co/google/gemma-7b'>google/gemma-7b</a>,🧠,-,N/A,8537680896.0,256000.0,8192.0,✓,✗,(✓),✓,48.31 ± 2.11 / 56.94 ± 3.76,45.64 ± 4.08 / 38.60 ± 3.51,15.12 ± 2.88 / 55.42 ± 1.59,69.93 ± 3.55 / 54.00 ± 3.36,-,40.86 ± 1.27 / 53.67 ± 1.02,19.25 ± 2.35 / 35.02 ± 1.81,15.6.1,15.6.1,15.6.1,15.6.1,-,15.6.1,15.6.1
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,-,N/A,574594434.0,250300.0,512.0,✓,✗,(✓),✓,40.00 ± 3.63 / 59.39 ± 2.60,88.34 ± 0.86 / 77.48 ± 0.84,11.98 ± 7.84 / 49.99 ± 7.64,61.28 ± 1.74 / 44.50 ± 2.07,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
"<a href='https://platform.openai.com/docs/models/gpt-4-turbo'>gpt-4-1106-preview (zero-shot, val)</a>",📝,-,?,?,100256.0,128000.0,✓,✗,✗,✓,48.89 ± 1.54 / 48.96 ± 0.83,66.11 ± 1.62 / 36.94 ± 1.35,26.51 ± 1.87 / 51.18 ± 1.45,72.30 ± 0.92 / 51.10 ± 1.24,-,70.48 ± 1.56 / 78.01 ± 1.16,59.32 ± 1.49 / 68.05 ± 1.22,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,-,40.49,?,?,1047576.0,✓,✗,✗,✓,47.45 ± 2.21 / 48.74 ± 1.07,63.35 ± 1.93 / 36.24 ± 1.05,20.80 ± 2.27 / 50.26 ± 1.38,72.82 ± 0.71 / 46.73 ± 0.88,-,72.26 ± 2.06 / 79.18 ± 1.57,61.69 ± 1.99 / 70.86 ± 1.61,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,15.6.1.dev0,15.6.1.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,-,1.0,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,60.01 ± 1.27 / 72.88 ± 0.80,65.26 ± 1.69 / 40.55 ± 1.89,45.30 ± 1.59 / 70.28 ± 1.24,67.65 ± 0.51 / 45.73 ± 0.71,-,39.95 ± 0.42 / 54.92 ± 0.33,49.50 ± 1.14 / 62.14 ± 0.86,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,-,?,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,65.51 ± 1.25 / 75.17 ± 1.26,76.74 ± 1.01 / 64.43 ± 1.72,26.95 ± 4.63 / 60.11 ± 3.25,28.41 ± 2.04 / 0.00 ± 0.00,-,66.07 ± 1.02 / 74.16 ± 0.80,66.41 ± 0.88 / 74.05 ± 0.78,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/google/gemma-3n-E4B'>google/gemma-3n-E4B</a>,🧠,-,N/A,7849978192.0,262400.0,?,✓,✗,(✓),✓,46.17 ± 3.57 / 63.01 ± 2.75,61.49 ± 2.35 / 50.59 ± 2.06,10.66 ± 3.96 / 49.83 ± 4.55,70.83 ± 3.58 / 54.90 ± 3.46,-,42.70 ± 0.95 / 56.88 ± 0.72,32.48 ± 1.57 / 48.74 ± 1.03,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/ibm-granite/granite-3.0-8b-base'>ibm-granite/granite-3.0-8b-base</a>,🧠,-,N/A,8170835968.0,49152.0,4096.0,✓,✗,(✓),✗,41.16 ± 1.85 / 45.35 ± 1.14,56.40 ± 2.06 / 46.10 ± 2.30,19.82 ± 2.93 / 57.95 ± 2.82,72.62 ± 1.47 / 55.23 ± 2.60,-,34.24 ± 1.10 / 50.59 ± 0.79,26.73 ± 2.94 / 44.45 ± 2.25,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,-,?,2061162016.0,128000.0,?,✓,✗,(✓),✓,33.00 ± 5.86 / 40.43 ± 5.52,32.64 ± 2.83 / 29.69 ± 2.80,1.60 ± 1.36 / 38.55 ± 3.87,18.10 ± 1.25 / 0.00 ± 0.00,-,-0.13 ± 1.25 / 25.23 ± 0.81,-0.74 ± 1.03 / 24.81 ± 1.28,15.9.2,15.9.2,15.9.2,15.9.2,-,15.9.2,15.9.2
<a href='https://hf.co/ibm-granite/granite-3.0-8b-instruct'>ibm-granite/granite-3.0-8b-instruct</a>,📝,-,?,8170848256.0,49155.0,4096.0,✓,✗,(✓),✗,43.46 ± 0.97 / 46.62 ± 0.51,62.95 ± 1.48 / 44.95 ± 2.15,18.76 ± 2.28 / 58.35 ± 1.79,69.69 ± 1.62 / 52.79 ± 1.81,-,31.43 ± 0.74 / 48.05 ± 0.64,26.54 ± 1.99 / 43.69 ± 1.81,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,-,N/A,33715603456.0,49152.0,8192.0,✓,✗,(✓),✗,42.41 ± 2.05 / 52.09 ± 2.83,74.28 ± 1.66 / 62.38 ± 1.78,6.55 ± 2.20 / 44.83 ± 3.70,69.22 ± 1.74 / 50.78 ± 1.86,-,17.59 ± 1.16 / 38.21 ± 0.80,9.10 ± 1.36 / 31.44 ± 0.94,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,-,15.8.2.dev0,15.8.2.dev0
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,-,?,33715603456.0,49152.0,8192.0,✓,✗,(✓),✗,45.74 ± 3.14 / 60.09 ± 3.13,68.45 ± 1.50 / 56.60 ± 1.89,11.98 ± 2.14 / 53.16 ± 1.57,65.75 ± 1.07 / 46.59 ± 1.36,-,18.09 ± 1.25 / 37.20 ± 1.21,7.23 ± 1.11 / 29.33 ± 0.86,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,-,15.8.2.dev0,15.8.2.dev0
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,-,N/A,3482503680.0,49152.0,2048.0,✓,✗,(✓),✗,36.19 ± 2.23 / 55.93 ± 2.11,49.84 ± 3.45 / 42.47 ± 3.85,2.90 ± 1.58 / 44.56 ± 3.08,56.95 ± 0.76 / 41.76 ± 1.14,-,5.48 ± 1.21 / 28.87 ± 0.94,3.13 ± 1.31 / 27.44 ± 0.98,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.8.1.dev0,-,15.8.2,15.8.2
<a href='https://hf.co/ibm-granite/granite-3b-code-instruct-2k'>ibm-granite/granite-3b-code-instruct-2k</a>,📝,-,?,3482503680.0,49152.0,2048.0,✓,✗,(✓),✗,34.92 ± 2.39 / 49.16 ± 3.02,57.95 ± 2.53 / 49.44 ± 2.14,6.84 ± 1.98 / 45.43 ± 3.25,55.66 ± 0.63 / 38.54 ± 1.39,-,5.35 ± 0.94 / 27.82 ± 1.08,2.66 ± 1.25 / 27.31 ± 0.98,15.7.2.dev0,15.8.1.dev0,15.7.2.dev0,15.8.1.dev0,-,15.8.2,15.8.2
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-,21.99,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,56.67 ± 1.58 / 70.69 ± 1.25,75.56 ± 1.10 / 58.46 ± 2.50,3.66 ± 2.47 / 34.35 ± 1.08,71.47 ± 1.56 / 54.45 ± 1.59,-,58.65 ± 1.28 / 68.57 ± 1.05,70.17 ± 1.17 / 77.26 ± 0.96,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-,2.19,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,45.96 ± 4.24 / 61.27 ± 4.96,58.45 ± 2.35 / 40.71 ± 2.07,0.01 ± 1.13 / 33.40 ± 0.31,18.71 ± 2.43 / 3.38 ± 2.20,-,42.37 ± 1.42 / 56.61 ± 1.18,38.81 ± 2.53 / 53.28 ± 2.08,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct</a>,📝,-,?,3374295552.0,49155.0,4096.0,✓,✗,(✓),✗,44.07 ± 2.62 / 58.63 ± 2.71,37.32 ± 3.33 / 31.46 ± 2.11,5.38 ± 0.83 / 49.97 ± 2.45,65.67 ± 0.59 / 46.86 ± 1.35,-,17.85 ± 1.00 / 36.62 ± 0.74,14.79 ± 0.96 / 34.79 ± 0.96,15.7.2.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,-,15.8.2,15.8.2
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-base'>ibm-granite/granite-3.0-3b-a800m-base</a>,🧠,-,N/A,3374286336.0,49152.0,4096.0,✓,✗,(✓),✗,35.79 ± 3.86 / 50.74 ± 2.55,34.58 ± 4.39 / 31.78 ± 3.24,3.71 ± 1.19 / 40.89 ± 4.32,63.37 ± 1.04 / 47.64 ± 2.07,-,10.09 ± 0.75 / 31.68 ± 0.45,6.15 ± 1.00 / 29.19 ± 0.60,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.7.2.dev0,15.7.2.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,-,?,?,?,131072.0,✓,✗,✗,✓,64.61 ± 1.83 / 74.65 ± 1.31,66.08 ± 1.85 / 42.78 ± 1.41,13.82 ± 3.05 / 38.48 ± 1.48,74.46 ± 0.96 / 48.95 ± 1.12,-,72.53 ± 2.51 / 79.49 ± 1.90,65.19 ± 2.17 / 73.16 ± 1.77,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,-,15.5.0.dev0,15.5.0.dev0
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-base'>ibm-granite/granite-3.0-1b-a400m-base</a>,🧠,-,N/A,1384956928.0,49152.0,4096.0,✓,✗,(✓),✗,19.69 ± 5.80 / 34.51 ± 3.05,18.56 ± 6.11 / 18.01 ± 5.34,1.21 ± 1.39 / 47.30 ± 1.73,46.83 ± 1.60 / 34.95 ± 2.07,-,-1.63 ± 1.15 / 24.62 ± 0.90,-0.48 ± 0.93 / 25.24 ± 0.67,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,-,55.02,?,?,1047576.0,✓,✗,✗,✓,46.19 ± 2.28 / 48.39 ± 1.13,41.99 ± 2.06 / 25.46 ± 1.11,25.24 ± 2.57 / 46.09 ± 1.67,63.94 ± 0.92 / 40.58 ± 0.89,-,51.47 ± 2.83 / 63.12 ± 2.11,36.65 ± 2.42 / 52.03 ± 1.86,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,15.6.1.dev0,15.6.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4o'>gpt-4o-2024-05-13 (zero-shot, val)</a>",📝,-,?,?,200019.0,128000.0,✓,✗,✗,✓,46.19 ± 2.23 / 47.58 ± 1.12,66.14 ± 1.43 / 35.52 ± 1.37,24.47 ± 2.48 / 50.58 ± 1.47,74.30 ± 0.85 / 51.46 ± 1.11,-,75.98 ± 1.61 / 81.99 ± 1.23,71.59 ± 1.51 / 78.36 ± 1.19,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.3.1,15.3.1
"<a href='https://platform.openai.com/docs/models/gpt-4o-mini'>gpt-4o-mini-2024-07-18 (zero-shot, val)</a>",📝,-,?,?,200019.0,128000.0,✓,✗,✗,✓,42.58 ± 2.62 / 45.86 ± 1.40,58.71 ± 1.74 / 34.89 ± 1.33,20.87 ± 3.36 / 51.97 ± 1.81,70.43 ± 0.92 / 42.13 ± 1.37,-,60.71 ± 2.50 / 70.66 ± 1.81,56.00 ± 1.68 / 66.29 ± 1.37,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#high (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,71.22 ± 1.69 / 78.08 ± 1.39,75.43 ± 1.78 / 47.02 ± 1.63,24.49 ± 2.13 / 48.03 ± 1.56,71.24 ± 1.24 / 46.60 ± 1.05,-,92.29 ± 1.38 / 94.18 ± 1.06,73.86 ± 1.64 / 80.35 ± 1.28,15.16.0,15.16.0,15.16.0,15.16.0,-,15.16.0,15.16.0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#minimal (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,65.47 ± 2.26 / 75.54 ± 1.60,66.27 ± 2.17 / 41.95 ± 1.67,19.81 ± 2.17 / 45.72 ± 1.54,70.96 ± 1.16 / 44.52 ± 0.88,-,78.01 ± 2.46 / 83.55 ± 1.87,71.36 ± 1.98 / 78.40 ± 1.49,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,15.15.0.dev0,15.15.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,73.43 ± 1.56 / 79.91 ± 1.12,76.80 ± 1.74 / 46.96 ± 1.29,22.20 ± 2.43 / 47.66 ± 1.57,71.56 ± 1.22 / 49.26 ± 1.08,-,91.32 ± 1.06 / 93.48 ± 0.80,71.94 ± 2.63 / 78.95 ± 2.01,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,15.15.0.dev0,15.15.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#minimal (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,58.82 ± 2.43 / 72.08 ± 1.49,59.85 ± 1.63 / 34.60 ± 1.27,18.94 ± 1.50 / 46.27 ± 1.43,69.22 ± 1.24 / 44.89 ± 1.07,-,68.31 ± 2.11 / 76.37 ± 1.58,57.55 ± 1.50 / 67.46 ± 1.16,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,15.15.0.dev0,15.15.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#high (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,62.57 ± 2.47 / 73.01 ± 1.85,73.68 ± 1.92 / 46.56 ± 1.77,25.02 ± 2.10 / 47.06 ± 2.27,65.83 ± 1.18 / 40.70 ± 1.24,-,76.77 ± 1.68 / 82.58 ± 1.28,48.22 ± 3.12 / 61.21 ± 2.24,15.16.0,15.16.0,15.16.0,15.16.0,-,15.16.0,15.16.0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#minimal (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,52.80 ± 2.48 / 66.81 ± 1.71,45.21 ± 2.48 / 24.47 ± 1.36,8.19 ± 2.61 / 48.89 ± 1.43,59.25 ± 0.89 / 37.69 ± 0.70,-,52.40 ± 2.87 / 64.57 ± 2.19,40.20 ± 1.53 / 54.80 ± 1.28,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,15.15.0.dev0,15.15.0.dev0
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,-,?,?,?,131072.0,✓,✗,✗,✓,63.29 ± 2.58 / 69.93 ± 2.11,52.80 ± 1.78 / 37.85 ± 1.79,25.31 ± 1.61 / 50.41 ± 1.38,69.90 ± 0.79 / 46.73 ± 1.18,-,83.74 ± 1.09 / 87.85 ± 0.81,56.62 ± 2.38 / 66.56 ± 1.86,15.7.1.dev0,15.7.2,15.7.1.dev0,15.7.2,-,15.7.2,15.7.2
