<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-,307537161.0,256000.0,8192.0,✓,✗,(✓),✓,50.31 ± 5.31 / 52.90 ± 3.05,73.41 ± 1.64 / 73.41 ± 1.64,56.22 ± 5.91 / 77.59 ± 2.97,28.52 ± 0.98 / 20.45 ± 0.91,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-,559890946.0,250002.0,512.0,✓,✗,(✓),✗,65.84 ± 3.07 / 60.59 ± 3.42,82.78 ± 1.39 / 82.78 ± 1.39,46.89 ± 13.86 / 72.09 ± 7.84,31.65 ± 1.73 / 23.34 ± 2.01,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,60.87 ± 2.22 / 63.05 ± 1.28,69.22 ± 2.46 / 69.22 ± 2.46,37.41 ± 1.61 / 67.13 ± 1.04,76.56 ± 0.97 / 51.85 ± 1.95,-,42.35 ± 1.66 / 56.79 ± 1.25,38.62 ± 1.52 / 69.28 ± 0.77,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,65.27 ± 2.59 / 60.90 ± 1.68,70.25 ± 2.74 / 70.25 ± 2.74,42.24 ± 2.19 / 70.66 ± 1.19,26.06 ± 1.54 / 0.54 ± 0.58,-,44.13 ± 0.99 / 58.02 ± 0.73,31.02 ± 2.28 / 65.51 ± 1.17,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,15.80 ± 2.37 / 31.37 ± 4.27,67.41 ± 2.15 / 67.41 ± 2.15,0.00 ± 0.00 / 33.36 ± 0.27,76.85 ± 1.28 / 54.18 ± 3.29,-,35.00 ± 0.94 / 50.86 ± 0.67,17.08 ± 2.19 / 57.80 ± 1.55,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,63.68 ± 2.55 / 61.85 ± 1.77,71.40 ± 2.71 / 71.40 ± 2.71,34.40 ± 1.78 / 66.51 ± 1.02,28.90 ± 1.27 / 0.23 ± 0.09,-,47.62 ± 1.09 / 60.77 ± 0.81,28.65 ± 2.01 / 63.83 ± 1.02,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,50.21 ± 2.86 / 58.70 ± 1.25,56.79 ± 2.32 / 56.79 ± 2.32,13.96 ± 1.42 / 52.71 ± 1.99,67.21 ± 0.99 / 44.79 ± 1.18,-,36.39 ± 1.02 / 52.23 ± 0.79,12.60 ± 1.88 / 56.01 ± 1.03,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,69.52 ± 2.07 / 64.04 ± 1.96,70.60 ± 2.53 / 70.60 ± 2.53,0.00 ± 0.00 / 33.36 ± 0.27,74.15 ± 1.16 / 49.39 ± 2.74,-,47.51 ± 0.85 / 60.37 ± 0.66,27.83 ± 2.44 / 63.70 ± 1.23,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-,108867577.0,84985.0,512.0,✓,✗,(✓),✗,4.50 ± 4.48 / 33.80 ± 1.59,79.72 ± 0.90 / 79.72 ± 0.90,7.94 ± 6.07 / 46.00 ± 7.20,0.27 ± 0.21 / 0.16 ± 0.12,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,71.82 ± 2.09 / 59.02 ± 2.36,60.46 ± 1.87 / 60.46 ± 1.87,0.00 ± 0.00 / 33.36 ± 0.27,73.79 ± 1.22 / 51.28 ± 1.97,-,40.32 ± 0.75 / 54.77 ± 0.67,13.11 ± 2.52 / 56.41 ± 1.16,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,44.31 ± 3.09 / 54.36 ± 2.23,66.59 ± 2.67 / 66.59 ± 2.67,0.00 ± 0.00 / 33.36 ± 0.27,13.24 ± 0.90 / 0.00 ± 0.00,-,32.92 ± 1.44 / 48.87 ± 1.35,5.22 ± 1.92 / 51.32 ± 1.10,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-,561192082.0,250002.0,512.0,✓,✗,(✓),✓,31.85 ± 20.89 / 44.24 ± 7.80,79.58 ± 1.36 / 79.58 ± 1.36,47.61 ± 19.35 / 70.09 ± 12.84,30.69 ± 1.54 / 22.30 ± 1.54,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,57.28 ± 3.48 / 55.55 ± 1.92,62.22 ± 1.67 / 62.22 ± 1.67,42.26 ± 3.67 / 68.95 ± 1.97,59.78 ± 1.53 / 32.45 ± 1.93,-,54.60 ± 1.65 / 65.94 ± 1.17,4.36 ± 6.82 / 57.03 ± 3.73,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,42.24 ± 1.77 / 49.14 ± 1.03,41.56 ± 1.63 / 41.56 ± 1.63,2.55 ± 2.58 / 49.66 ± 1.40,34.63 ± 1.64 / 0.00 ± 0.00,-,0.00 ± 0.00 / 21.99 ± 0.63,0.00 ± 0.00 / 49.12 ± 0.75,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,-,278044162.0,250002.0,512.0,✓,✗,(✓),✗,50.99 ± 13.11 / 51.92 ± 5.49,83.02 ± 0.83 / 83.02 ± 0.83,26.63 ± 13.16 / 60.39 ± 6.89,15.39 ± 4.20 / 10.39 ± 2.97,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,-,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,47.59 ± 2.23 / 56.70 ± 1.31,64.93 ± 1.29 / 64.93 ± 1.29,4.34 ± 1.42 / 33.88 ± 0.44,70.42 ± 0.78 / 45.01 ± 0.65,-,37.50 ± 1.11 / 52.95 ± 0.86,14.56 ± 2.11 / 56.71 ± 1.01,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,44.82 ± 7.12 / 59.23 ± 2.94,72.32 ± 2.19 / 72.32 ± 2.19,0.00 ± 0.00 / 33.36 ± 0.27,78.20 ± 1.26 / 57.24 ± 2.16,-,36.58 ± 0.92 / 48.23 ± 1.15,38.31 ± 3.77 / 66.52 ± 2.59,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-,93990500.0,65636.0,512.0,✓,✗,(✓),✓,17.36 ± 7.18 / 37.90 ± 2.81,57.35 ± 1.60 / 57.35 ± 1.60,0.96 ± 1.74 / 48.83 ± 2.55,0.76 ± 0.53 / 0.43 ± 0.25,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,21.02 ± 12.14 / 40.52 ± 5.49,44.48 ± 8.28 / 44.45 ± 8.29,1.94 ± 2.24 / 43.42 ± 4.74,29.00 ± 1.27 / 20.39 ± 1.06,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,54.77 ± 2.59 / 59.76 ± 0.70,69.36 ± 2.08 / 69.36 ± 2.08,13.03 ± 7.02 / 39.70 ± 5.68,72.69 ± 1.48 / 50.51 ± 2.31,-,43.53 ± 0.79 / 56.56 ± 0.69,20.35 ± 2.03 / 59.61 ± 1.08,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,?,128000.0,4096.0,✓,✗,(✓),✓,65.50 ± 2.30 / 57.58 ± 2.75,70.77 ± 2.24 / 70.77 ± 2.24,0.00 ± 0.00 / 33.36 ± 0.27,74.04 ± 0.90 / 52.91 ± 2.87,-,42.59 ± 1.34 / 56.62 ± 0.99,19.28 ± 1.34 / 59.64 ± 0.72,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,25.64 ± 8.73 / 41.52 ± 3.36,48.13 ± 7.15 / 48.13 ± 7.14,5.03 ± 1.89 / 51.14 ± 1.02,14.47 ± 2.61 / 9.12 ± 2.14,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,62.28 ± 3.68 / 56.66 ± 1.90,61.30 ± 2.21 / 61.30 ± 2.21,54.78 ± 3.28 / 77.05 ± 1.70,68.39 ± 1.48 / 41.45 ± 2.00,-,63.00 ± 2.77 / 72.15 ± 2.11,35.40 ± 3.74 / 66.88 ± 1.99,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,62.70 ± 3.01 / 64.57 ± 1.87,64.30 ± 2.32 / 64.30 ± 2.32,-0.22 ± 0.42 / 33.36 ± 0.27,28.75 ± 4.11 / 7.56 ± 3.93,-,40.34 ± 1.71 / 54.87 ± 1.51,6.99 ± 3.35 / 52.76 ± 1.79,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,61.98 ± 2.59 / 60.49 ± 2.10,69.86 ± 1.81 / 69.86 ± 1.81,-0.22 ± 0.42 / 33.36 ± 0.27,72.34 ± 0.52 / 50.33 ± 1.35,-,57.46 ± 0.79 / 67.97 ± 0.64,28.32 ± 2.05 / 63.35 ± 1.14,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,-,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,64.04 ± 2.90 / 67.50 ± 2.45,68.48 ± 1.55 / 68.48 ± 1.55,0.00 ± 0.00 / 33.36 ± 0.27,70.14 ± 1.84 / 43.16 ± 4.09,-,41.05 ± 1.35 / 52.70 ± 1.54,13.30 ± 1.64 / 53.76 ± 0.68,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-,140645001.0,256000.0,8192.0,✓,✗,(✓),✓,35.84 ± 7.48 / 46.16 ± 3.56,68.97 ± 1.73 / 68.97 ± 1.73,49.97 ± 3.54 / 74.82 ± 1.72,22.64 ± 1.22 / 15.19 ± 1.26,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,57.51 ± 2.13 / 55.92 ± 1.45,59.93 ± 1.55 / 59.93 ± 1.55,23.28 ± 2.22 / 58.91 ± 2.25,62.60 ± 1.07 / 33.78 ± 1.21,-,30.57 ± 0.72 / 47.78 ± 0.56,5.61 ± 1.62 / 52.71 ± 0.76,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,48.81 ± 4.09 / 55.86 ± 2.20,51.25 ± 1.56 / 51.25 ± 1.56,5.36 ± 1.70 / 52.03 ± 1.21,32.01 ± 3.39 / 8.17 ± 2.43,-,21.93 ± 0.95 / 40.97 ± 0.67,5.81 ± 1.15 / 52.57 ± 0.63,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,68.69 ± 3.30 / 57.94 ± 2.10,64.12 ± 1.67 / 64.12 ± 1.67,61.38 ± 4.37 / 80.04 ± 2.35,62.94 ± 1.01 / 26.72 ± 0.95,-,80.95 ± 1.77 / 85.70 ± 1.33,66.44 ± 4.23 / 83.98 ± 2.20,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,53.26 ± 2.92 / 56.32 ± 2.29,61.56 ± 1.78 / 61.56 ± 1.78,15.73 ± 1.99 / 51.18 ± 3.08,73.32 ± 1.42 / 53.34 ± 1.35,-,39.84 ± 0.47 / 54.57 ± 0.42,11.44 ± 2.47 / 55.66 ± 1.19,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
fresh-electra-small,🔍,-,13738755.0,32000.0,128.0,✓,✗,✗,✓,0.00 ± 0.00 / 32.45 ± 0.05,24.32 ± 2.09 / 24.32 ± 2.09,0.41 ± 0.80 / 33.39 ± 0.25,0.08 ± 0.07 / 0.08 ± 0.07,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,10.59 ± 2.21 / 26.88 ± 3.23,34.69 ± 2.57 / 34.69 ± 2.57,1.47 ± 1.56 / 43.22 ± 3.49,19.92 ± 2.61 / 9.65 ± 2.18,-,0.05 ± 1.35 / 26.30 ± 0.85,0.29 ± 2.73 / 50.24 ± 1.31,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,21.51 ± 7.03 / 39.62 ± 8.83,64.15 ± 1.90 / 64.15 ± 1.90,12.14 ± 2.66 / 52.09 ± 4.13,59.93 ± 1.25 / 40.50 ± 1.20,-,19.94 ± 1.32 / 38.61 ± 1.65,3.51 ± 2.15 / 51.82 ± 1.09,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,25.42 ± 9.73 / 35.13 ± 7.43,59.40 ± 3.04 / 59.40 ± 3.04,1.31 ± 1.02 / 39.62 ± 4.51,15.51 ± 0.64 / 0.16 ± 0.05,-,8.97 ± 1.49 / 27.87 ± 1.59,1.04 ± 1.45 / 49.27 ± 0.76,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini</a>,🤔,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,46.65 ± 6.24 / 50.94 ± 4.46,58.36 ± 1.59 / 58.36 ± 1.59,30.18 ± 1.96 / 64.91 ± 1.00,66.92 ± 1.06 / 49.33 ± 0.89,-,60.96 ± 1.00 / 70.46 ± 0.73,28.68 ± 2.51 / 64.29 ± 1.26,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,65.52 ± 2.61 / 62.49 ± 1.09,71.28 ± 1.74 / 71.28 ± 1.74,0.00 ± 0.00 / 33.36 ± 0.27,78.35 ± 1.24 / 59.78 ± 2.65,-,49.47 ± 0.75 / 61.69 ± 0.61,16.34 ± 2.58 / 57.67 ± 1.44,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,44.31 ± 3.47 / 57.54 ± 1.23,57.68 ± 1.63 / 57.68 ± 1.63,4.63 ± 3.08 / 36.10 ± 3.34,18.90 ± 0.67 / 0.04 ± 0.05,-,19.89 ± 1.04 / 37.31 ± 0.98,4.53 ± 1.39 / 51.82 ± 0.73,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,-,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,52.23 ± 2.61 / 52.87 ± 2.16,54.85 ± 2.40 / 54.85 ± 2.40,0.00 ± 0.00 / 33.36 ± 0.27,64.42 ± 0.91 / 47.54 ± 0.85,-,23.46 ± 1.72 / 41.82 ± 1.27,3.89 ± 2.10 / 51.47 ± 1.03,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,-,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,17.53 ± 9.04 / 38.73 ± 3.97,56.44 ± 2.41 / 56.44 ± 2.41,3.25 ± 2.82 / 48.29 ± 2.77,12.88 ± 1.12 / 6.97 ± 1.02,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,-,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,18.92 ± 10.52 / 39.25 ± 3.89,52.31 ± 3.23 / 52.31 ± 3.23,1.21 ± 1.82 / 44.42 ± 3.63,10.72 ± 1.44 / 5.16 ± 0.99,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.59 ± 1.91 / 60.17 ± 1.49,70.15 ± 1.88 / 70.15 ± 1.88,19.80 ± 2.28 / 47.36 ± 2.37,69.92 ± 0.92 / 48.85 ± 2.01,-,71.00 ± 0.79 / 78.19 ± 0.58,48.24 ± 2.08 / 74.13 ± 1.04,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,11.54 ± 3.14 / 38.18 ± 1.81,65.09 ± 2.19 / 65.09 ± 2.19,4.26 ± 1.35 / 52.11 ± 0.69,64.18 ± 0.84 / 42.30 ± 1.45,-,53.14 ± 1.03 / 64.74 ± 0.78,26.41 ± 1.47 / 63.23 ± 0.75,16.8.0.dev0,16.9.0.dev0,16.8.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,46.71 ± 1.44 / 59.11 ± 1.01,59.49 ± 1.03 / 59.49 ± 1.03,29.33 ± 1.88 / 61.94 ± 1.59,67.68 ± 0.54 / 40.16 ± 1.04,-,52.35 ± 0.83 / 64.13 ± 0.67,30.83 ± 2.57 / 65.38 ± 1.29,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,-,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,66.46 ± 1.77 / 64.49 ± 1.52,61.31 ± 3.76 / 61.31 ± 3.76,0.00 ± 0.00 / 33.36 ± 0.27,60.88 ± 0.89 / 43.16 ± 2.21,-,2.23 ± 0.54 / 22.23 ± 0.68,0.00 ± 0.00 / 49.12 ± 0.75,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,44.91 ± 2.16 / 58.33 ± 1.08,65.67 ± 1.41 / 65.67 ± 1.41,27.96 ± 1.55 / 58.56 ± 1.20,76.19 ± 0.63 / 59.23 ± 1.02,-,47.88 ± 1.08 / 60.68 ± 0.83,8.48 ± 2.50 / 54.33 ± 1.22,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,-,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,56.08 ± 1.38 / 51.01 ± 0.63,52.73 ± 2.36 / 52.73 ± 2.36,8.70 ± 2.32 / 52.23 ± 1.56,23.43 ± 0.54 / 0.99 ± 0.41,-,27.27 ± 1.05 / 45.42 ± 0.83,0.46 ± 1.80 / 50.29 ± 0.94,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
