<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.60,134516160.0,49154.0,8192.0,✓,✗,(✓),✗,1.14 ± 2.60 / 13.17 ± 3.02,9.10 ± 2.64 / 9.48 ± 1.77,-0.35 ± 2.16 / 36.96 ± 3.04,3.71 ± 0.19 / 0.04 ± 0.05,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.60,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.81 ± 3.27 / 24.13 ± 3.21,9.23 ± 2.47 / 9.56 ± 1.86,0.04 ± 0.80 / 38.01 ± 3.88,3.88 ± 0.30 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.61,140248512.0,128256.0,4096.0,✗,✗,(✓),✓,3.51 ± 3.27 / 20.50 ± 4.00,9.40 ± 2.07 / 9.92 ± 1.70,-0.14 ± 1.75 / 37.86 ± 2.23,2.93 ± 0.69 / 0.22 ± 0.09,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.64,949685760.0,128256.0,32768.0,✗,✗,(✓),✓,1.12 ± 1.91 / 23.26 ± 2.44,9.93 ± 1.87 / 8.65 ± 1.78,0.12 ± 1.61 / 40.08 ± 4.26,0.97 ± 0.23 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.70,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-0.94 ± 2.07 / 25.41 ± 1.22,8.03 ± 0.85 / 5.83 ± 0.63,-3.45 ± 1.76 / 38.28 ± 2.19,1.83 ± 0.12 / 0.00 ± 0.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.74,359431168.0,128256.0,32768.0,✗,✗,(✓),✓,0.64 ± 3.10 / 24.57 ± 3.72,0.31 ± 0.32 / 0.25 ± 0.24,-0.02 ± 0.41 / 36.42 ± 3.18,1.02 ± 0.42 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.76,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,2.49 ± 2.12 / 20.54 ± 3.22,0.00 ± 0.00 / 0.00 ± 0.00,-0.20 ± 1.57 / 37.53 ± 4.23,1.71 ± 0.16 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
fresh-electra-small,🔍,4.79,13738755.0,32000.0,128.0,✓,✗,✗,✓,0.00 ± 0.00 / 21.40 ± 0.14,1.91 ± 0.82 / 3.13 ± 1.06,-0.03 ± 0.06 / 33.52 ± 0.37,0.00 ± 0.00 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,4.83,140248512.0,128256.0,32768.0,✗,✗,(✓),✓,-0.14 ± 0.74 / 16.84 ± 0.17,0.00 ± 0.00 / 0.00 ± 0.00,-0.93 ± 1.50 / 33.46 ± 0.30,0.00 ± 0.00 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct (zero-shot, val)</a>",📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (zero-shot, val)</a>",📝,-,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (zero-shot)</a>,📝,-,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (zero-shot, val)</a>",📝,-,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B (zero-shot)</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B (zero-shot, val)</a>",📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (zero-shot)</a>,📝,-,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct (val)</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking (zero-shot)</a>,📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct (zero-shot)</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking (val)</a>,📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking (zero-shot, val)</a>",📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (zero-shot, val)</a>",📝,-,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (val)</a>,📝,-,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B (val)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct (zero-shot, val)</a>",📝,-,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512 (zero-shot, val)</a>",📝,-,?,?,?,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0 (val)</a>,📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0 (zero-shot, val)</a>",📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (zero-shot, val)</a>",📝,-,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct (zero-shot, val)</a>",📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct (zero-shot)</a>,📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct (val)</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct (zero-shot)</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B</a>,📝,-,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (zero-shot)</a>,📝,-,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct (zero-shot, val)</a>",📝,-,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct (val)</a>,📝,-,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct (zero-shot)</a>,📝,-,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct (zero-shot)</a>,📝,-,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (zero-shot)</a>,📝,-,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (zero-shot)</a>,📝,-,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct (zero-shot, val)</a>",📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (zero-shot, val)</a>",📝,-,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512 (val)</a>,📝,-,?,?,?,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512 (zero-shot)</a>,📝,-,?,?,?,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct (val)</a>,📝,-,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/lapa-llm/lapa-12b-pt'>lapa-llm/lapa-12b-pt (val)</a>,📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (val)</a>,📝,-,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (zero-shot, val)</a>",📝,-,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/lapa-llm/lapa-12b-pt'>lapa-llm/lapa-12b-pt (zero-shot, val)</a>",📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B (zero-shot)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking (zero-shot)</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct (zero-shot)</a>,📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking (val)</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking (zero-shot, val)</a>",📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0 (zero-shot)</a>,📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct (val)</a>,📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (val)</a>,📝,-,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/lapa-llm/lapa-12b-pt'>lapa-llm/lapa-12b-pt (zero-shot)</a>,📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (zero-shot)</a>,📝,-,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512 (zero-shot)</a>,📝,-,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (val)</a>,📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (zero-shot, val)</a>",📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct (zero-shot, val)</a>",📝,-,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct (val)</a>,📝,-,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct (zero-shot)</a>,📝,-,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (zero-shot)</a>,📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509 (zero-shot, val)</a>",📝,-,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509 (val)</a>,📝,-,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509 (zero-shot)</a>,📝,-,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (val)</a>,📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (zero-shot, val)</a>",📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct (zero-shot, val)</a>",📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct (val)</a>,📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct (zero-shot)</a>,📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct</a>,📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct (zero-shot, val)</a>",📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct (val)</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512 (val)</a>,📝,-,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct (zero-shot)</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512 (zero-shot, val)</a>",📝,-,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (zero-shot)</a>,📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct</a>,📝,-,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct (zero-shot, val)</a>",📝,-,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct (val)</a>,📝,-,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct (zero-shot)</a>,📝,-,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (val)</a>,🤔,-,?,?,131072.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot)</a>,🤔,-,?,?,131072.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning</a>,🤔,-,?,?,131072.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct (zero-shot)</a>,📝,-,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview (zero-shot, val)</a>",📝,-,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview (val)</a>,📝,-,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview (zero-shot)</a>,📝,-,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct (val)</a>,📝,-,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (zero-shot, val)</a>",📝,-,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (val)</a>,📝,-,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (zero-shot)</a>,📝,-,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct (zero-shot, val)</a>",📝,-,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (zero-shot, val)</a>",📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (val)</a>,📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
