<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,~~~<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>~~~,,~~~<a id=14 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>~~~,,<a id=16 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=17 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,~~~<a id=18 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>~~~,,<a id=20 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,,,,
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,1.80,?,?,100256.0,272000.0,✓,✗,✗,✓,54.70 ± 3.50 / 68.06 ± 2.46,77.45 ± 1.17 / 65.67 ± 2.60,70.45 ± 2.77 / 61.84 ± 3.39,56.07 ± 2.80 / 75.50 ± 1.50,40.25 ± 2.92 / 66.27 ± 1.89,69.99 ± 0.70 / 42.12 ± 1.17,26.28 ± 0.22 / 31.49 ± 0.25,63.21 ± 3.16 / 72.93 ± 2.28,53.07 ± 3.17 / 64.57 ± 2.39,89.34 ± 2.76 / 91.41 ± 2.29,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,16.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/NbAiLab/borealis-27b-instruct-preview'>NbAiLab/borealis-27b-instruct-preview (val)</a>,📝,1.81,53.19,28842036848.0,262144.0,8192.0,✓,✗,(✓),✗,59.11 ± 1.60 / 70.43 ± 1.41,68.34 ± 3.10 / 57.75 ± 4.42,68.79 ± 2.11 / 55.90 ± 3.05,62.74 ± 2.81 / 81.05 ± 1.51,60.45 ± 3.32 / 79.74 ± 1.86,69.87 ± 2.57 / 42.50 ± 3.91,27.49 ± 0.27 / 27.89 ± 0.31,52.44 ± 2.69 / 64.80 ± 2.02,43.47 ± 2.26 / 57.07 ± 1.72,80.64 ± 3.64 / 83.75 ± 3.27,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.83,10.16,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,57.50 ± 1.02 / 71.04 ± 0.71,66.42 ± 0.85 / 51.23 ± 2.10,66.55 ± 1.14 / 55.16 ± 2.68,62.07 ± 1.99 / 80.41 ± 1.24,47.56 ± 1.67 / 71.01 ± 1.16,78.03 ± 1.92 / 53.14 ± 3.33,30.86 ± 0.10 / 34.50 ± 0.11,45.16 ± 1.01 / 59.20 ± 0.74,30.60 ± 0.94 / 47.94 ± 0.75,77.41 ± 0.86 / 81.87 ± 0.70,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.83,3.92,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,63.08 ± 0.90 / 75.35 ± 0.55,66.67 ± 0.91 / 51.27 ± 1.19,67.08 ± 1.32 / 53.15 ± 2.06,63.35 ± 1.44 / 81.54 ± 0.75,50.21 ± 1.73 / 74.70 ± 1.06,66.84 ± 1.62 / 37.77 ± 1.59,31.82 ± 0.17 / 35.08 ± 0.16,43.48 ± 1.18 / 58.03 ± 0.85,22.50 ± 0.85 / 41.62 ± 0.69,78.28 ± 0.99 / 82.59 ± 0.80,15.5.0,15.5.0,15.5.0,15.5.0,15.5.0,15.5.0,16.15.0.dev0,15.5.0,15.10.1.dev0,15.5.0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.86,64.74,?,?,400000.0,✓,✗,✗,✓,55.26 ± 1.44 / 67.76 ± 1.05,61.11 ± 1.00 / 44.37 ± 1.08,66.07 ± 1.30 / 48.88 ± 1.37,62.89 ± 1.40 / 80.41 ± 0.75,48.06 ± 1.13 / 72.37 ± 0.56,70.58 ± 0.47 / 43.61 ± 0.84,26.94 ± 0.12 / 32.09 ± 0.14,60.31 ± 0.76 / 70.51 ± 0.60,51.32 ± 1.44 / 63.36 ± 1.11,80.61 ± 1.35 / 84.53 ± 1.08,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.89,?,?,?,400000.0,✓,✗,✗,✓,56.06 ± 1.45 / 68.35 ± 1.03,63.81 ± 1.21 / 45.22 ± 1.06,62.03 ± 1.56 / 46.10 ± 1.56,57.84 ± 2.15 / 78.28 ± 1.05,44.35 ± 1.02 / 70.48 ± 0.51,69.22 ± 0.38 / 43.24 ± 0.71,27.11 ± 0.12 / 32.26 ± 0.16,60.37 ± 0.75 / 70.86 ± 0.57,50.70 ± 1.30 / 62.70 ± 1.02,82.26 ± 1.28 / 85.94 ± 1.04,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,1.89,N/A,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,60.79 ± 1.59 / 72.76 ± 1.53,77.17 ± 0.84 / 68.28 ± 2.18,74.22 ± 1.98 / 67.37 ± 2.15,50.77 ± 1.74 / 72.57 ± 1.48,35.43 ± 5.71 / 59.63 ± 5.54,76.27 ± 4.33 / 51.97 ± 6.74,27.35 ± 3.31 / 28.26 ± 3.61,54.85 ± 1.14 / 66.56 ± 0.81,30.42 ± 1.04 / 47.69 ± 0.82,76.93 ± 1.73 / 81.53 ± 1.38,16.5.0.dev0,15.9.1.dev0,15.9.1.dev0,16.5.0.dev0,16.5.0.dev0,15.9.1.dev0,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.92,35.11,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,58.61 ± 1.52 / 71.28 ± 1.24,75.67 ± 1.28 / 57.96 ± 2.46,75.08 ± 1.04 / 60.71 ± 2.19,52.83 ± 1.48 / 76.28 ± 0.75,38.01 ± 1.49 / 68.10 ± 0.76,71.79 ± 1.49 / 43.91 ± 1.89,30.88 ± 0.16 / 33.61 ± 0.25,42.60 ± 1.51 / 57.63 ± 1.07,19.95 ± 0.98 / 39.92 ± 0.78,74.25 ± 0.79 / 79.34 ± 0.64,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,16.15.0.dev0,15.8.1.dev0,15.10.1.dev0,15.8.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,1.92,?,?,256128.0,1048576.0,✓,✗,✗,✓,50.03 ± 2.07 / 60.94 ± 2.06,53.01 ± 3.14 / 28.99 ± 2.24,57.58 ± 3.55 / 30.08 ± 2.53,57.30 ± 2.76 / 76.61 ± 1.73,44.84 ± 3.09 / 69.58 ± 1.91,71.16 ± 0.86 / 39.59 ± 1.37,29.67 ± 0.19 / 34.09 ± 0.24,61.16 ± 2.98 / 71.48 ± 2.10,43.34 ± 2.58 / 57.15 ± 1.99,84.71 ± 3.58 / 87.66 ± 2.97,15.13.0,15.13.0,15.13.0,15.13.0,15.13.0,15.13.0,16.15.0.dev0,15.13.0,15.13.0,15.13.0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,1.94,?,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,58.50 ± 0.99 / 69.82 ± 0.78,76.73 ± 1.26 / 62.90 ± 0.85,76.34 ± 1.59 / 62.23 ± 1.28,45.85 ± 2.00 / 71.25 ± 1.20,32.23 ± 2.14 / 63.10 ± 1.43,67.91 ± 0.68 / 42.64 ± 1.20,29.16 ± 0.19 / 31.31 ± 0.24,50.21 ± 2.08 / 62.46 ± 1.59,33.19 ± 1.89 / 48.55 ± 1.43,73.87 ± 2.32 / 79.22 ± 1.83,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.94,N/A,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,60.93 ± 2.03 / 74.35 ± 1.24,63.13 ± 1.13 / 54.60 ± 3.05,61.82 ± 1.56 / 53.95 ± 2.18,61.06 ± 2.32 / 79.95 ± 1.59,52.46 ± 2.63 / 75.17 ± 1.65,73.98 ± 5.27 / 50.10 ± 6.45,26.95 ± 0.72 / 27.39 ± 0.70,49.09 ± 0.79 / 62.10 ± 0.60,28.26 ± 1.30 / 46.08 ± 1.01,75.84 ± 1.16 / 80.58 ± 0.95,16.5.0.dev0,15.5.0,15.5.0,16.5.0.dev0,16.5.0.dev0,15.5.0,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/NbAiLab/borealis-12b-instruct-preview'>NbAiLab/borealis-12b-instruct-preview (val)</a>,📝,1.95,12.39,13194203760.0,262144.0,8192.0,✓,✗,(✓),✗,59.85 ± 2.80 / 71.57 ± 1.77,74.63 ± 2.94 / 50.80 ± 3.07,71.22 ± 2.62 / 53.69 ± 2.92,54.98 ± 4.04 / 76.79 ± 2.30,44.88 ± 4.09 / 71.60 ± 2.47,68.03 ± 3.18 / 39.80 ± 4.62,27.80 ± 0.34 / 28.20 ± 0.37,45.34 ± 2.99 / 58.48 ± 2.33,23.88 ± 2.51 / 42.62 ± 1.99,77.46 ± 2.97 / 81.72 ± 2.42,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.96,5.26,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,55.82 ± 1.25 / 69.94 ± 0.94,68.51 ± 0.94 / 54.91 ± 1.92,68.04 ± 1.33 / 56.67 ± 2.82,54.10 ± 2.39 / 75.42 ± 2.05,41.47 ± 2.09 / 66.76 ± 1.85,75.51 ± 2.40 / 50.41 ± 3.36,30.70 ± 0.17 / 34.47 ± 0.16,37.56 ± 1.30 / 53.49 ± 0.96,19.77 ± 1.03 / 39.86 ± 0.79,73.58 ± 0.91 / 78.81 ± 0.72,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.97,N/A,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,58.26 ± 2.20 / 69.16 ± 2.04,71.28 ± 1.03 / 67.11 ± 1.26,72.23 ± 0.90 / 66.76 ± 1.29,50.25 ± 2.99 / 74.11 ± 1.50,46.21 ± 1.84 / 71.37 ± 1.34,75.94 ± 2.47 / 53.03 ± 3.68,25.33 ± 0.85 / 26.30 ± 0.96,45.98 ± 2.46 / 60.35 ± 1.77,33.34 ± 1.29 / 49.84 ± 0.94,77.14 ± 1.80 / 81.41 ± 1.50,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,1.98,70.73,?,?,200000.0,✓,✗,✗,✓,57.18 ± 2.80 / 68.79 ± 2.13,67.51 ± 2.57 / 50.03 ± 2.92,59.33 ± 3.48 / 44.70 ± 3.17,61.76 ± 2.09 / 80.38 ± 0.99,33.17 ± 2.95 / 59.13 ± 2.40,70.29 ± 0.68 / 37.90 ± 1.13,29.59 ± 0.25 / 34.01 ± 0.30,50.66 ± 3.31 / 63.87 ± 2.32,32.36 ± 2.76 / 49.45 ± 2.00,68.61 ± 5.69 / 74.53 ± 4.79,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.98,4.28,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,56.09 ± 0.98 / 69.58 ± 0.77,63.81 ± 2.07 / 44.25 ± 2.59,65.81 ± 1.44 / 46.52 ± 3.57,56.97 ± 1.26 / 78.23 ± 0.58,39.69 ± 1.95 / 69.56 ± 1.12,69.85 ± 1.45 / 41.26 ± 1.57,30.33 ± 0.09 / 34.72 ± 0.10,44.77 ± 1.28 / 59.17 ± 0.95,24.55 ± 1.08 / 43.32 ± 0.83,78.10 ± 0.92 / 82.41 ± 0.75,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,16.15.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.99,0.04,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,58.15 ± 1.02 / 72.06 ± 0.70,60.80 ± 1.54 / 32.61 ± 1.30,63.63 ± 1.46 / 35.28 ± 2.43,57.40 ± 2.03 / 76.95 ± 1.69,45.94 ± 2.73 / 69.85 ± 2.55,64.28 ± 2.31 / 36.32 ± 1.58,30.77 ± 0.10 / 35.21 ± 0.09,47.90 ± 1.07 / 61.02 ± 0.90,19.08 ± 1.30 / 39.22 ± 0.97,75.11 ± 1.29 / 80.00 ± 1.04,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,17.0.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.01,52.85,?,?,400000.0,✓,✗,✗,✓,51.67 ± 1.81 / 65.54 ± 1.17,58.32 ± 1.27 / 38.28 ± 1.11,56.67 ± 1.47 / 38.30 ± 1.41,57.02 ± 1.53 / 78.07 ± 0.78,51.64 ± 1.10 / 73.84 ± 0.54,69.96 ± 0.29 / 43.61 ± 0.57,27.22 ± 0.14 / 32.39 ± 0.16,57.79 ± 1.20 / 68.87 ± 0.90,43.35 ± 1.14 / 57.27 ± 0.88,74.22 ± 1.13 / 79.22 ± 0.99,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.01,?,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,58.71 ± 2.07 / 70.09 ± 1.47,63.73 ± 0.79 / 45.90 ± 1.28,59.31 ± 1.22 / 43.00 ± 1.22,48.62 ± 3.71 / 73.45 ± 2.09,41.50 ± 2.15 / 67.22 ± 2.09,66.54 ± 1.58 / 40.07 ± 1.58,29.98 ± 0.19 / 34.00 ± 0.19,42.95 ± 1.67 / 58.09 ± 1.21,33.27 ± 1.80 / 49.88 ± 1.36,73.85 ± 3.16 / 78.59 ± 2.65,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.01,?,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,56.80 ± 0.81 / 68.80 ± 0.72,64.71 ± 2.57 / 61.49 ± 2.11,64.81 ± 2.04 / 60.41 ± 2.32,56.36 ± 2.09 / 77.64 ± 1.08,41.50 ± 2.02 / 70.40 ± 0.98,47.72 ± 1.06 / 34.49 ± 1.19,28.82 ± 0.38 / 31.37 ± 0.53,47.17 ± 1.49 / 59.53 ± 1.17,40.66 ± 1.60 / 53.01 ± 1.26,88.10 ± 1.88 / 90.31 ± 1.58,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.06,0.01,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,57.96 ± 1.67 / 71.37 ± 1.29,67.75 ± 0.90 / 59.07 ± 1.35,63.12 ± 0.77 / 54.74 ± 1.42,52.04 ± 2.08 / 75.60 ± 1.13,39.98 ± 2.41 / 69.64 ± 1.25,63.36 ± 0.96 / 29.80 ± 1.22,30.03 ± 0.16 / 32.96 ± 0.17,36.91 ± 1.69 / 53.59 ± 1.28,18.24 ± 1.22 / 38.75 ± 0.90,75.95 ± 2.48 / 80.78 ± 1.99,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.07,N/A,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,57.63 ± 1.13 / 68.72 ± 1.02,68.49 ± 0.83 / 64.66 ± 1.13,71.96 ± 1.51 / 65.23 ± 1.72,50.27 ± 2.83 / 73.70 ± 1.49,40.93 ± 2.26 / 67.65 ± 1.39,69.71 ± 3.06 / 47.75 ± 3.93,25.86 ± 0.59 / 27.20 ± 0.76,41.89 ± 1.59 / 57.11 ± 1.27,27.79 ± 1.45 / 45.55 ± 1.09,70.58 ± 3.30 / 75.78 ± 2.78,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.07,?,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,58.00 ± 1.45 / 69.85 ± 1.00,64.77 ± 0.78 / 43.98 ± 1.36,62.30 ± 0.72 / 40.29 ± 1.53,58.24 ± 1.51 / 78.79 ± 0.79,46.41 ± 2.04 / 72.69 ± 1.07,63.95 ± 1.67 / 37.21 ± 1.79,29.37 ± 0.12 / 33.80 ± 0.12,37.06 ± 1.76 / 53.75 ± 1.35,23.75 ± 1.52 / 42.07 ± 1.18,65.34 ± 2.41 / 71.88 ± 1.95,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.08,2.37,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,56.83 ± 2.30 / 66.60 ± 1.94,51.39 ± 3.89 / 38.06 ± 3.01,52.26 ± 2.72 / 40.14 ± 1.10,49.97 ± 4.21 / 71.69 ± 2.87,43.60 ± 3.42 / 65.76 ± 2.07,73.38 ± 1.42 / 42.11 ± 2.51,30.04 ± 0.16 / 34.00 ± 0.18,40.62 ± 2.49 / 55.27 ± 2.21,16.80 ± 2.54 / 36.84 ± 1.94,75.65 ± 3.54 / 80.16 ± 2.89,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.10,0.2,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,58.58 ± 1.67 / 72.28 ± 1.02,65.29 ± 1.76 / 46.80 ± 2.66,66.53 ± 1.47 / 50.51 ± 3.39,48.34 ± 2.73 / 71.24 ± 2.16,37.86 ± 2.72 / 65.10 ± 3.42,61.79 ± 1.60 / 27.01 ± 1.80,30.58 ± 0.13 / 34.58 ± 0.15,34.31 ± 1.09 / 51.10 ± 0.79,16.63 ± 0.84 / 37.43 ± 0.64,71.59 ± 1.27 / 77.22 ± 1.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.11,0.53,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,55.41 ± 1.80 / 68.27 ± 1.47,62.25 ± 1.52 / 42.84 ± 2.65,64.02 ± 1.00 / 44.04 ± 2.30,56.45 ± 4.09 / 76.39 ± 3.26,33.47 ± 5.16 / 57.07 ± 5.23,54.47 ± 2.86 / 26.92 ± 2.83,30.98 ± 0.34 / 33.99 ± 0.61,39.34 ± 1.12 / 54.87 ± 0.83,17.64 ± 0.77 / 38.21 ± 0.62,75.65 ± 1.18 / 80.38 ± 0.96,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.11,?,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,53.05 ± 0.85 / 68.03 ± 0.63,78.87 ± 1.28 / 67.79 ± 1.42,74.08 ± 0.64 / 61.56 ± 1.66,51.27 ± 1.24 / 74.04 ± 0.61,30.70 ± 1.49 / 61.49 ± 1.16,64.55 ± 0.49 / 35.75 ± 0.62,26.32 ± 0.13 / 31.26 ± 0.14,43.99 ± 0.84 / 58.55 ± 0.63,23.05 ± 1.28 / 42.30 ± 0.95,78.75 ± 0.73 / 83.00 ± 0.59,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.15,1.53,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,56.28 ± 0.99 / 69.49 ± 0.77,65.01 ± 1.35 / 56.23 ± 1.76,69.31 ± 1.49 / 58.76 ± 1.32,34.74 ± 1.85 / 66.29 ± 1.02,22.53 ± 1.16 / 59.13 ± 0.67,74.09 ± 1.06 / 48.67 ± 2.24,30.49 ± 0.17 / 34.14 ± 0.19,33.57 ± 1.84 / 51.09 ± 1.44,5.19 ± 1.79 / 28.87 ± 1.32,73.85 ± 2.37 / 78.91 ± 1.90,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.15,?,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,53.86 ± 0.84 / 66.92 ± 0.74,86.13 ± 0.67 / 79.73 ± 1.35,80.05 ± 1.53 / 74.60 ± 2.00,35.67 ± 1.31 / 62.09 ± 1.18,11.87 ± 1.24 / 40.63 ± 0.90,66.59 ± 2.12 / 37.75 ± 1.55,29.70 ± 0.27 / 33.00 ± 0.21,34.41 ± 1.18 / 51.37 ± 0.95,15.89 ± 0.85 / 36.81 ± 0.64,70.47 ± 1.07 / 76.31 ± 0.86,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.16.1.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.16,0.15,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,56.30 ± 1.21 / 70.11 ± 0.79,67.64 ± 1.15 / 59.78 ± 1.93,66.22 ± 1.08 / 60.10 ± 3.27,48.15 ± 1.18 / 72.90 ± 1.20,27.67 ± 2.36 / 57.23 ± 2.12,67.71 ± 2.59 / 39.45 ± 2.91,30.20 ± 0.19 / 33.77 ± 0.20,30.56 ± 1.38 / 48.46 ± 0.94,11.04 ± 1.01 / 33.33 ± 0.77,69.53 ± 1.30 / 75.58 ± 1.04,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
