<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,5.79 ± 2.31 / 27.60 ± 2.73,7.26 ± 4.47 / 8.47 ± 4.12,0.08 ± 1.37 / 34.47 ± 1.37,1.82 ± 0.43 / 0.00 ± 0.00,-,0.46 ± 0.82 / 23.13 ± 1.40,-1.72 ± 1.80 / 49.21 ± 0.61,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,53.15 ± 1.19 / 51.03 ± 0.67,49.37 ± 2.02 / 43.55 ± 2.85,0.43 ± 0.84 / 33.24 ± 0.32,12.86 ± 1.35 / 0.15 ± 0.06,-,25.32 ± 1.18 / 42.84 ± 1.19,4.23 ± 1.86 / 51.15 ± 1.15,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-,108867577.0,84985.0,512.0,✓,✗,(✓),✗,2.72 ± 2.36 / 25.70 ± 3.08,85.79 ± 0.41 / 87.04 ± 0.33,0.58 ± 2.11 / 43.63 ± 4.42,0.08 ± 0.15 / 0.07 ± 0.13,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,19.40 ± 1.62 / 45.06 ± 1.07,44.89 ± 2.30 / 41.13 ± 2.35,4.85 ± 3.00 / 52.03 ± 1.44,21.89 ± 1.03 / 0.00 ± 0.00,-,0.16 ± 0.34 / 22.18 ± 0.75,0.00 ± 0.00 / 49.12 ± 0.75,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,-,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,39.83 ± 1.33 / 44.19 ± 1.15,65.48 ± 1.49 / 62.01 ± 1.50,0.00 ± 0.00 / 33.19 ± 0.34,69.79 ± 2.28 / 53.51 ± 3.10,-,28.61 ± 0.77 / 42.66 ± 0.46,28.01 ± 3.30 / 60.28 ± 2.25,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-,561192082.0,250002.0,512.0,✓,✗,(✓),✓,20.70 ± 15.02 / 38.95 ± 12.75,92.60 ± 0.69 / 92.88 ± 0.57,42.68 ± 17.97 / 67.44 ± 12.15,26.67 ± 1.85 / 19.72 ± 1.47,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-,93990500.0,65636.0,512.0,✓,✗,(✓),✓,9.89 ± 2.49 / 37.30 ± 3.05,60.68 ± 0.65 / 61.92 ± 0.66,2.90 ± 2.35 / 50.03 ± 1.68,1.91 ± 0.96 / 1.28 ± 0.63,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,59.19 ± 0.97 / 63.60 ± 1.96,48.51 ± 2.02 / 40.79 ± 1.53,33.86 ± 3.92 / 57.08 ± 4.58,65.42 ± 1.25 / 44.33 ± 1.78,-,37.72 ± 0.82 / 51.94 ± 0.72,19.50 ± 2.29 / 59.13 ± 1.25,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,?,128000.0,4096.0,✓,✗,(✓),✓,56.76 ± 4.95 / 68.49 ± 5.94,49.10 ± 2.28 / 47.46 ± 2.28,34.62 ± 4.52 / 61.70 ± 5.01,66.39 ± 1.75 / 49.10 ± 2.24,-,38.17 ± 0.84 / 53.54 ± 0.73,16.69 ± 1.24 / 58.29 ± 0.62,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,10.31 ± 4.95 / 34.00 ± 5.34,69.56 ± 4.37 / 71.01 ± 4.44,1.89 ± 3.01 / 41.30 ± 5.37,24.21 ± 1.61 / 18.08 ± 1.53,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,12.61 ± 4.96 / 35.52 ± 5.04,62.81 ± 6.89 / 64.60 ± 5.89,2.58 ± 2.42 / 45.65 ± 3.64,12.03 ± 1.04 / 7.30 ± 1.12,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,-,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,43.97 ± 2.86 / 56.47 ± 3.97,55.36 ± 2.10 / 55.71 ± 1.91,20.74 ± 7.88 / 51.01 ± 7.86,67.39 ± 1.62 / 51.35 ± 2.22,-,38.50 ± 0.44 / 52.85 ± 0.58,8.06 ± 1.87 / 52.44 ± 0.84,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,29.36 ± 2.04 / 39.76 ± 1.21,50.42 ± 1.77 / 46.04 ± 2.11,4.00 ± 2.13 / 34.05 ± 0.40,50.73 ± 1.93 / 34.83 ± 1.99,-,15.86 ± 1.20 / 36.90 ± 0.93,4.34 ± 2.27 / 52.39 ± 0.96,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,0.65 ± 1.21 / 21.51 ± 3.80,8.50 ± 4.40 / 8.59 ± 4.57,-0.07 ± 0.14 / 33.70 ± 0.52,1.51 ± 0.37 / 0.00 ± 0.00,-,0.75 ± 1.07 / 24.83 ± 0.97,0.68 ± 0.86 / 50.89 ± 0.76,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-,307537161.0,256000.0,8192.0,✓,✗,(✓),✓,30.35 ± 8.00 / 52.00 ± 6.55,90.34 ± 0.70 / 90.71 ± 0.67,41.58 ± 7.96 / 70.30 ± 4.18,24.28 ± 1.43 / 17.90 ± 1.24,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-,559890946.0,250002.0,512.0,✓,✗,(✓),✗,54.60 ± 2.50 / 66.59 ± 3.75,91.06 ± 1.46 / 91.52 ± 1.25,28.53 ± 13.95 / 63.07 ± 7.27,28.79 ± 1.37 / 21.83 ± 1.35,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,43.63 ± 2.69 / 56.64 ± 2.49,66.14 ± 1.75 / 57.51 ± 1.74,51.30 ± 2.82 / 74.55 ± 1.41,61.70 ± 1.11 / 39.03 ± 2.38,-,71.33 ± 2.52 / 78.52 ± 1.85,41.56 ± 4.12 / 71.56 ± 2.02,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,41.84 ± 1.88 / 56.77 ± 1.77,70.85 ± 1.20 / 66.21 ± 1.46,67.25 ± 1.58 / 82.81 ± 0.88,63.91 ± 1.82 / 43.73 ± 2.61,-,80.39 ± 1.61 / 85.23 ± 1.21,66.30 ± 4.80 / 84.38 ± 2.48,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,45.86 ± 2.43 / 60.88 ± 2.13,64.76 ± 1.11 / 50.06 ± 1.04,72.72 ± 1.63 / 85.57 ± 1.01,65.03 ± 1.29 / 38.58 ± 1.83,-,82.89 ± 1.20 / 87.11 ± 0.91,73.79 ± 3.64 / 87.89 ± 1.76,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-,278225673.0,251000.0,512.0,✓,✗,(✓),✓,5.79 ± 7.47 / 24.98 ± 8.12,91.21 ± 0.63 / 92.32 ± 0.50,50.33 ± 5.34 / 71.14 ± 4.90,11.20 ± 1.75 / 7.47 ± 1.46,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,-,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,55.31 ± 1.07 / 67.77 ± 0.85,62.92 ± 1.40 / 46.80 ± 2.35,19.69 ± 1.79 / 52.11 ± 2.32,59.99 ± 1.15 / 36.98 ± 1.50,-,33.84 ± 1.18 / 50.19 ± 0.89,12.13 ± 1.80 / 55.84 ± 0.94,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,-,574602505.0,250300.0,512.0,✓,✗,(✓),✓,4.04 ± 6.82 / 24.52 ± 6.93,90.48 ± 0.57 / 90.82 ± 0.50,32.44 ± 17.00 / 62.54 ± 11.63,32.52 ± 0.79 / 26.16 ± 0.79,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,53.27 ± 1.33 / 66.94 ± 1.44,58.82 ± 2.83 / 59.19 ± 2.80,6.96 ± 5.09 / 39.26 ± 5.13,66.92 ± 3.75 / 50.02 ± 4.62,-,38.07 ± 0.73 / 53.29 ± 0.56,15.92 ± 1.71 / 57.29 ± 0.98,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,51.06 ± 2.52 / 68.13 ± 1.60,49.68 ± 2.34 / 32.96 ± 1.72,52.22 ± 3.13 / 73.97 ± 1.72,65.11 ± 1.15 / 40.57 ± 2.29,-,59.80 ± 3.07 / 69.73 ± 2.28,34.16 ± 5.79 / 65.55 ± 2.75,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,-,?,100256.0,272000.0,✓,✗,✗,✓,41.06 ± 3.04 / 57.11 ± 2.29,73.13 ± 1.61 / 63.07 ± 1.61,64.00 ± 2.26 / 81.74 ± 1.12,60.75 ± 1.17 / 41.07 ± 1.69,-,85.41 ± 1.40 / 89.06 ± 1.05,76.39 ± 3.60 / 88.36 ± 1.83,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,62.31 ± 0.67 / 72.66 ± 1.07,67.61 ± 1.52 / 66.31 ± 1.66,27.71 ± 5.57 / 58.77 ± 6.00,64.94 ± 2.18 / 48.08 ± 2.69,-,49.95 ± 0.92 / 62.31 ± 0.70,18.76 ± 2.81 / 58.22 ± 1.77,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,52.81 ± 1.61 / 62.10 ± 1.74,53.50 ± 2.30 / 47.87 ± 2.79,11.61 ± 1.91 / 50.76 ± 3.21,38.32 ± 3.75 / 14.71 ± 3.98,-,28.78 ± 1.67 / 45.77 ± 1.50,3.74 ± 2.50 / 51.88 ± 1.25,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,-,278044162.0,250002.0,512.0,✓,✗,(✓),✗,45.43 ± 2.04 / 59.84 ± 3.41,91.15 ± 0.60 / 91.99 ± 0.60,6.02 ± 8.00 / 50.19 ± 5.00,16.13 ± 1.00 / 10.97 ± 1.01,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,48.60 ± 1.24 / 56.12 ± 1.57,42.08 ± 2.78 / 36.05 ± 2.94,18.11 ± 2.65 / 58.79 ± 1.40,56.34 ± 1.55 / 37.63 ± 1.31,-,22.64 ± 1.05 / 41.05 ± 0.93,4.47 ± 1.94 / 51.00 ± 0.87,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-,140645001.0,256000.0,8192.0,✓,✗,(✓),✓,19.74 ± 5.16 / 45.86 ± 3.40,89.70 ± 0.57 / 90.01 ± 0.55,33.76 ± 5.41 / 66.25 ± 3.01,17.34 ± 0.44 / 12.18 ± 0.46,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,41.86 ± 3.31 / 60.86 ± 1.87,40.46 ± 2.02 / 35.85 ± 1.82,29.83 ± 3.73 / 56.56 ± 2.10,59.69 ± 1.88 / 33.80 ± 2.02,-,35.13 ± 2.54 / 50.51 ± 2.04,10.83 ± 4.50 / 60.94 ± 2.08,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,-,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,2.72 ± 1.50 / 32.15 ± 1.17,0.49 ± 0.39 / 1.02 ± 0.34,-0.09 ± 2.62 / 34.51 ± 1.23,0.51 ± 0.07 / 0.00 ± 0.00,-,3.81 ± 1.81 / 27.98 ± 1.35,1.01 ± 3.13 / 50.65 ± 1.56,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
fresh-xlm-roberta-base,🔍,-,278885778.0,250002.0,512.0,✓,✗,✗,✓,0.36 ± 0.47 / 17.68 ± 0.45,30.89 ± 1.38 / 33.36 ± 1.37,-0.63 ± 1.53 / 36.41 ± 4.14,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,66.96 ± 0.98 / 76.58 ± 1.03,76.06 ± 1.51 / 69.60 ± 1.23,52.64 ± 2.21 / 73.68 ± 1.71,20.43 ± 0.92 / 1.10 ± 0.30,-,70.64 ± 0.71 / 77.96 ± 0.54,50.66 ± 1.79 / 75.27 ± 0.92,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,25.57 ± 1.30 / 37.84 ± 1.03,38.10 ± 2.50 / 32.90 ± 3.07,4.64 ± 1.45 / 47.41 ± 3.51,21.69 ± 1.34 / 2.05 ± 0.95,-,10.34 ± 0.92 / 32.63 ± 0.61,3.14 ± 2.12 / 51.57 ± 0.80,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,-,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,33.98 ± 1.06 / 41.50 ± 0.98,46.65 ± 2.76 / 43.64 ± 2.96,3.29 ± 2.44 / 46.25 ± 2.56,36.59 ± 2.14 / 25.30 ± 1.81,-,1.28 ± 1.14 / 25.10 ± 0.96,0.01 ± 1.25 / 49.12 ± 0.75,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,57.01 ± 1.22 / 70.93 ± 0.92,61.03 ± 1.41 / 36.38 ± 0.90,14.54 ± 1.73 / 52.33 ± 1.61,55.31 ± 1.37 / 30.08 ± 1.49,-,34.81 ± 1.07 / 50.85 ± 0.81,20.26 ± 1.39 / 60.17 ± 0.70,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,30.25 ± 1.32 / 52.30 ± 0.77,71.37 ± 0.68 / 72.23 ± 0.78,3.99 ± 2.22 / 43.77 ± 1.45,39.61 ± 1.14 / 25.86 ± 0.85,-,24.89 ± 1.26 / 42.83 ± 1.05,7.33 ± 2.28 / 53.26 ± 1.08,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,-,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,7.43 ± 2.96 / 34.61 ± 2.79,69.12 ± 1.00 / 71.35 ± 0.91,0.13 ± 2.02 / 47.27 ± 2.73,8.11 ± 0.99 / 3.65 ± 0.67,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,-,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,7.88 ± 2.78 / 34.37 ± 3.64,71.39 ± 0.99 / 73.58 ± 0.94,-0.35 ± 1.85 / 46.25 ± 2.58,11.30 ± 1.28 / 5.53 ± 1.06,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
fresh-electra-small,🔍,-,13738755.0,32000.0,128.0,✓,✗,✗,✓,0.01 ± 0.01 / 17.36 ± 0.50,15.79 ± 1.22 / 18.59 ± 1.39,0.09 ± 0.17 / 33.22 ± 0.35,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,-,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,21.75 ± 2.11 / 42.38 ± 2.64,37.02 ± 3.60 / 38.47 ± 3.07,3.07 ± 2.23 / 39.92 ± 3.76,26.69 ± 2.92 / 18.76 ± 2.05,-,11.52 ± 0.91 / 33.62 ± 0.68,0.39 ± 3.37 / 49.58 ± 1.37,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,40.22 ± 1.24 / 59.03 ± 1.21,55.07 ± 1.87 / 49.11 ± 2.28,12.73 ± 2.39 / 46.90 ± 3.04,60.88 ± 1.85 / 43.83 ± 1.67,-,29.58 ± 1.42 / 46.49 ± 0.99,4.00 ± 2.14 / 52.18 ± 0.99,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,-,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,7.84 ± 5.36 / 21.57 ± 3.44,53.83 ± 1.95 / 43.74 ± 2.70,1.53 ± 1.93 / 34.42 ± 0.76,23.11 ± 2.51 / 6.85 ± 2.27,-,8.36 ± 1.50 / 28.95 ± 0.96,0.62 ± 2.28 / 49.23 ± 1.02,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,16.10 ± 1.54 / 33.58 ± 1.25,42.52 ± 3.18 / 39.84 ± 2.35,1.20 ± 2.36 / 38.94 ± 4.02,15.79 ± 1.34 / 0.84 ± 0.42,-,8.85 ± 0.99 / 31.90 ± 0.76,2.41 ± 2.22 / 49.76 ± 0.98,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,10.79 ± 4.76 / 37.35 ± 4.20,47.27 ± 2.19 / 47.77 ± 2.17,0.00 ± 0.00 / 33.46 ± 0.34,19.74 ± 5.01 / 11.90 ± 3.44,-,7.83 ± 2.00 / 29.71 ± 1.56,2.65 ± 2.42 / 51.63 ± 0.84,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,6.70 ± 1.95 / 23.91 ± 2.66,21.19 ± 2.31 / 21.57 ± 2.22,-0.88 ± 2.43 / 34.17 ± 0.62,4.04 ± 1.11 / 0.56 ± 0.30,-,0.18 ± 1.23 / 26.28 ± 1.04,-1.37 ± 1.67 / 49.31 ± 0.77,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,46.42 ± 2.58 / 58.82 ± 2.81,56.42 ± 1.64 / 49.46 ± 2.60,6.17 ± 2.88 / 48.41 ± 3.57,58.82 ± 5.81 / 41.49 ± 5.92,-,27.50 ± 2.07 / 45.56 ± 1.48,7.95 ± 1.76 / 54.00 ± 0.92,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
