<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,-,68.11 ± 1.51 / 68.11 ± 1.51,39.63 ± 1.74 / 65.23 ± 1.95,52.70 ± 1.13 / 27.66 ± 1.27,-,36.71 ± 1.08 / 52.58 ± 0.81,34.35 ± 1.49 / 67.19 ± 0.75,-,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,5.98 ± 5.44 / 35.39 ± 3.90,-,-,-,-,-,-,16.13.0.dev0,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,-,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,11.92 ± 2.51 / 37.79 ± 3.34,60.49 ± 2.40 / 60.49 ± 2.40,3.34 ± 1.01 / 47.65 ± 1.65,14.73 ± 2.27 / 9.49 ± 1.66,-,-,-,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,-,-,-
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,43.22 ± 2.86 / 61.29 ± 2.19,60.00 ± 2.12 / 60.00 ± 2.12,12.40 ± 5.36 / 44.01 ± 6.62,62.37 ± 3.26 / 43.87 ± 3.04,-,42.49 ± 1.04 / 56.62 ± 0.77,14.50 ± 2.88 / 56.87 ± 1.53,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,9.12 ± 2.60 / 29.10 ± 3.79,58.73 ± 1.58 / 58.73 ± 1.58,4.43 ± 1.60 / 38.45 ± 4.23,17.61 ± 3.54 / 7.30 ± 2.52,-,8.98 ± 1.35 / 29.85 ± 0.75,1.47 ± 1.21 / 49.34 ± 0.64,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,36.24 ± 1.20 / 56.69 ± 0.87,48.62 ± 0.90 / 48.62 ± 0.90,7.83 ± 1.69 / 38.81 ± 1.21,13.70 ± 0.88 / 0.08 ± 0.07,-,12.13 ± 0.83 / 33.10 ± 0.81,-0.04 ± 1.28 / 49.67 ± 0.64,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,-,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,31.08 ± 2.36 / 39.27 ± 1.98,47.13 ± 3.29 / 47.13 ± 3.29,2.64 ± 1.58 / 45.41 ± 3.96,36.62 ± 1.22 / 23.80 ± 1.21,-,12.07 ± 0.74 / 33.40 ± 0.52,1.12 ± 2.03 / 49.82 ± 1.10,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,-,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,12.96 ± 3.09 / 38.61 ± 2.73,62.17 ± 2.40 / 62.17 ± 2.40,0.71 ± 1.56 / 46.31 ± 2.55,11.84 ± 0.93 / 6.00 ± 0.69,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,-,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,12.10 ± 2.49 / 37.04 ± 1.98,61.40 ± 1.42 / 61.40 ± 1.42,1.40 ± 1.54 / 47.08 ± 2.84,6.55 ± 0.82 / 2.47 ± 0.66,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,18.57 ± 3.12 / 38.44 ± 3.15,70.83 ± 1.11 / 70.83 ± 1.11,6.49 ± 2.07 / 49.14 ± 3.38,38.33 ± 1.74 / 22.44 ± 1.50,-,41.03 ± 0.60 / 55.68 ± 0.47,15.26 ± 2.03 / 57.61 ± 0.99,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,-,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,49.82 ± 1.54 / 67.00 ± 1.04,68.86 ± 1.25 / 68.86 ± 1.25,28.70 ± 0.70 / 62.02 ± 0.71,49.10 ± 1.17 / 22.39 ± 1.10,-,44.59 ± 0.93 / 58.27 ± 0.72,24.23 ± 2.46 / 62.12 ± 1.23,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,-,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,17.79 ± 3.12 / 26.71 ± 3.00,53.49 ± 2.93 / 53.49 ± 2.93,0.23 ± 0.90 / 33.57 ± 0.45,42.06 ± 1.61 / 28.55 ± 1.60,-,2.96 ± 0.89 / 23.10 ± 0.63,0.00 ± 0.00 / 49.12 ± 0.75,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,39.33 ± 1.30 / 58.95 ± 1.25,47.91 ± 1.32 / 47.91 ± 1.32,10.47 ± 1.57 / 49.09 ± 3.34,53.73 ± 1.14 / 35.46 ± 1.38,-,15.64 ± 1.04 / 36.63 ± 0.69,3.65 ± 2.07 / 51.92 ± 0.87,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,5.32 ± 2.48 / 35.11 ± 1.95,8.41 ± 0.66 / 8.41 ± 0.66,0.88 ± 1.95 / 42.09 ± 2.03,0.95 ± 0.36 / 0.14 ± 0.12,-,9.09 ± 1.10 / 31.69 ± 0.75,0.70 ± 3.32 / 50.58 ± 1.59,16.11.0.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,7.35 ± 4.44 / 31.86 ± 2.17,28.97 ± 1.29 / 28.97 ± 1.29,1.11 ± 1.61 / 37.87 ± 3.34,2.25 ± 0.21 / 0.00 ± 0.00,-,-0.49 ± 1.41 / 25.19 ± 0.73,-0.10 ± 0.71 / 50.96 ± 0.72,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,5.57 ± 3.22 / 27.12 ± 2.76,27.90 ± 3.88 / 27.90 ± 3.88,0.04 ± 0.43 / 35.39 ± 3.19,3.21 ± 0.29 / 0.00 ± 0.00,-,0.18 ± 1.29 / 24.00 ± 1.01,-1.79 ± 1.59 / 49.27 ± 1.05,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,26.28 ± 1.57 / 49.39 ± 1.95,47.12 ± 0.69 / 47.12 ± 0.69,7.49 ± 1.70 / 48.00 ± 2.60,31.81 ± 1.43 / 15.80 ± 1.33,-,17.94 ± 1.01 / 38.27 ± 0.81,4.33 ± 2.21 / 52.24 ± 1.17,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0</a>,📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,51.48 ± 1.47 / 65.37 ± 1.07,73.32 ± 1.18 / 73.32 ± 1.18,57.90 ± 1.76 / 76.67 ± 1.56,18.37 ± 0.90 / 0.00 ± 0.00,-,55.74 ± 0.94 / 66.81 ± 0.72,43.55 ± 2.36 / 71.79 ± 1.19,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,-,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-,-,30.42 ± 0.36 / 34.86 ± 0.46,-,-,-,-,-,-,16.14.0.dev0,-,-
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-,108867577.0,84985.0,512.0,✓,✗,(✓),✗,15.53 ± 1.46 / 43.21 ± 1.04,82.63 ± 0.74 / 82.63 ± 0.74,2.40 ± 3.14 / 42.45 ± 5.79,0.41 ± 0.33 / 0.25 ± 0.17,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-,561192082.0,250002.0,512.0,✓,✗,(✓),✓,33.22 ± 8.95 / 53.10 ± 6.02,91.76 ± 0.52 / 91.76 ± 0.52,40.24 ± 20.03 / 65.25 ± 13.17,28.27 ± 1.75 / 20.23 ± 1.78,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-,93990500.0,65636.0,512.0,✓,✗,(✓),✓,15.40 ± 1.56 / 42.44 ± 1.50,62.94 ± 0.77 / 62.94 ± 0.77,2.62 ± 1.69 / 50.66 ± 1.11,0.09 ± 0.07 / 0.08 ± 0.07,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,11.51 ± 3.30 / 37.41 ± 5.30,61.93 ± 3.83 / 61.30 ± 4.31,0.47 ± 2.15 / 41.45 ± 5.28,18.84 ± 1.70 / 11.48 ± 1.55,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,13.03 ± 3.21 / 37.94 ± 3.46,58.25 ± 3.23 / 57.86 ± 3.15,1.23 ± 1.32 / 48.33 ± 1.52,12.98 ± 1.93 / 7.53 ± 1.48,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,-,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,10.77 ± 3.46 / 21.45 ± 1.72,61.09 ± 2.05 / 61.09 ± 2.05,28.54 ± 8.73 / 53.31 ± 7.03,59.89 ± 1.81 / 40.96 ± 1.81,-,38.11 ± 1.02 / 51.70 ± 1.15,8.31 ± 1.33 / 51.23 ± 0.76,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,8.50 ± 3.84 / 26.65 ± 3.38,48.71 ± 1.94 / 48.71 ± 1.94,0.10 ± 0.58 / 33.54 ± 0.42,15.14 ± 1.28 / 1.11 ± 0.46,-,12.21 ± 1.12 / 34.03 ± 1.16,1.90 ± 1.71 / 49.74 ± 0.85,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,-,?,?,?,✓,✗,(✓),✓,-,61.48 ± 1.85 / 61.48 ± 1.85,37.17 ± 2.63 / 67.05 ± 2.34,56.23 ± 1.68 / 35.91 ± 1.59,27.62 ± 0.15 / 32.34 ± 0.18,40.62 ± 1.19 / 55.14 ± 0.87,14.18 ± 2.70 / 55.91 ± 1.36,-,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,27.80 ± 4.51 / 45.87 ± 4.36,51.37 ± 1.12 / 51.37 ± 1.12,4.06 ± 3.61 / 38.12 ± 5.13,40.09 ± 2.65 / 23.78 ± 2.49,-,10.78 ± 1.66 / 30.25 ± 0.97,3.67 ± 1.58 / 51.41 ± 0.70,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,39.92 ± 2.84 / 57.03 ± 3.46,50.20 ± 1.42 / 50.20 ± 1.42,17.49 ± 2.29 / 56.16 ± 2.14,61.57 ± 1.67 / 38.30 ± 1.77,-,32.64 ± 1.19 / 49.34 ± 0.86,10.19 ± 2.08 / 55.01 ± 1.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-,278225673.0,251000.0,512.0,✓,✗,(✓),✓,28.45 ± 3.32 / 50.02 ± 3.58,89.82 ± 0.59 / 89.82 ± 0.59,48.62 ± 6.58 / 70.18 ± 5.33,11.63 ± 1.99 / 7.33 ± 1.64,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct</a>,📝,-,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,50.24 ± 1.63 / 65.03 ± 1.51,69.52 ± 1.33 / 69.52 ± 1.33,45.08 ± 1.82 / 71.37 ± 1.46,25.71 ± 0.95 / 0.06 ± 0.06,-,49.49 ± 0.96 / 61.96 ± 0.73,35.07 ± 1.22 / 67.45 ± 0.67,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/lapa-llm/lapa-12b-pt'>lapa-llm/lapa-12b-pt</a>,📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✗,0.49 ± 1.68 / 17.78 ± 0.35,58.35 ± 1.60 / 58.35 ± 1.60,0.00 ± 0.00 / 33.36 ± 0.27,1.05 ± 0.42 / 0.00 ± 0.00,-,10.69 ± 4.04 / 31.28 ± 1.99,-0.01 ± 0.02 / 49.12 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,41.51 ± 0.98 / 58.14 ± 1.27,48.93 ± 1.11 / 48.93 ± 1.11,14.44 ± 1.94 / 43.43 ± 1.94,59.94 ± 1.24 / 36.75 ± 1.48,-,25.23 ± 0.81 / 43.36 ± 0.67,3.79 ± 2.21 / 50.55 ± 0.71,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-,140645001.0,256000.0,8192.0,✓,✗,(✓),✓,17.11 ± 2.76 / 42.89 ± 2.07,86.97 ± 1.41 / 86.96 ± 1.41,39.28 ± 8.85 / 69.35 ± 4.27,19.42 ± 1.38 / 12.62 ± 1.10,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-,307537161.0,256000.0,8192.0,✓,✗,(✓),✓,28.91 ± 1.84 / 51.88 ± 1.74,89.96 ± 0.51 / 89.96 ± 0.51,56.14 ± 4.43 / 77.68 ± 2.32,26.31 ± 1.47 / 17.27 ± 1.29,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-,559890946.0,250002.0,512.0,✓,✗,(✓),✗,42.32 ± 2.12 / 60.21 ± 2.09,90.42 ± 0.98 / 90.42 ± 0.98,18.58 ± 11.75 / 57.24 ± 6.62,27.32 ± 2.51 / 17.64 ± 2.70,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,-,278044162.0,250002.0,512.0,✓,✗,(✓),✗,37.88 ± 1.75 / 58.04 ± 1.36,89.83 ± 1.00 / 89.83 ± 1.00,8.61 ± 6.42 / 51.16 ± 4.45,15.51 ± 1.13 / 10.07 ± 0.89,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,40.40 ± 1.73 / 57.39 ± 2.08,56.60 ± 1.52 / 56.60 ± 1.52,14.95 ± 2.00 / 46.97 ± 3.66,32.92 ± 2.74 / 5.04 ± 3.62,-,35.04 ± 1.03 / 50.99 ± 0.81,6.23 ± 1.74 / 53.01 ± 1.03,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,48.54 ± 2.18 / 63.85 ± 1.77,68.43 ± 1.65 / 68.43 ± 1.65,35.30 ± 1.55 / 60.78 ± 2.49,58.10 ± 2.72 / 39.07 ± 2.61,-,54.09 ± 1.28 / 65.39 ± 1.01,22.47 ± 2.62 / 59.98 ± 1.59,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,-,?,100256.0,272000.0,✓,✗,✗,✓,47.27 ± 2.78 / 59.19 ± 2.19,87.13 ± 1.01 / 87.13 ± 1.01,72.57 ± 3.28 / 86.08 ± 1.67,62.03 ± 0.90 / 39.96 ± 0.78,-,90.17 ± 1.98 / 92.66 ± 1.47,74.27 ± 5.43 / 87.81 ± 2.49,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,-,16.5.0.dev0,16.5.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,40.08 ± 2.65 / 59.21 ± 1.70,49.54 ± 1.51 / 49.54 ± 1.51,39.55 ± 3.43 / 65.04 ± 1.88,53.23 ± 1.24 / 27.64 ± 1.72,-,43.17 ± 2.83 / 57.23 ± 2.11,-12.87 ± 7.16 / 50.78 ± 3.72,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,-,16.5.0.dev0,16.5.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,-,?,?,1047576.0,✓,✗,✗,✓,46.02 ± 2.97 / 62.03 ± 2.22,63.44 ± 1.23 / 63.44 ± 1.23,56.33 ± 3.54 / 76.11 ± 1.98,59.38 ± 1.38 / 33.94 ± 1.02,-,65.50 ± 2.91 / 74.14 ± 2.15,37.93 ± 5.00 / 69.14 ± 2.25,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,-,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,-,574602505.0,250300.0,512.0,✓,✗,(✓),✓,9.91 ± 2.80 / 37.74 ± 2.44,88.69 ± 0.50 / 88.69 ± 0.50,18.38 ± 13.33 / 54.65 ± 9.34,34.02 ± 1.39 / 25.18 ± 1.52,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,-,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,48.24 ± 1.50 / 64.76 ± 0.90,66.09 ± 1.67 / 66.09 ± 1.67,29.20 ± 1.37 / 61.67 ± 1.61,56.55 ± 1.08 / 34.54 ± 1.65,-,36.49 ± 0.75 / 52.35 ± 0.57,15.62 ± 1.27 / 57.19 ± 0.78,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,49.53 ± 3.41 / 62.84 ± 2.54,79.28 ± 1.31 / 79.28 ± 1.31,71.60 ± 3.41 / 85.27 ± 1.78,60.55 ± 1.16 / 31.32 ± 0.93,-,88.20 ± 1.75 / 91.13 ± 1.32,67.99 ± 4.26 / 84.77 ± 1.98,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,-,16.5.0.dev0,16.5.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,44.43 ± 3.58 / 55.67 ± 2.75,84.58 ± 1.16 / 84.58 ± 1.16,74.36 ± 2.77 / 86.94 ± 1.41,63.24 ± 1.00 / 42.14 ± 1.09,-,86.15 ± 1.71 / 89.57 ± 1.31,67.23 ± 4.04 / 84.53 ± 1.77,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,-,16.5.0.dev0,16.5.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,45.56 ± 3.66 / 56.89 ± 2.41,77.93 ± 1.79 / 77.93 ± 1.79,66.50 ± 2.67 / 82.83 ± 1.55,60.59 ± 1.12 / 36.77 ± 0.89,-,74.12 ± 2.09 / 80.55 ± 1.58,47.08 ± 3.54 / 74.92 ± 1.49,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,-,16.5.0.dev0,16.5.0.dev0
fresh-xlm-roberta-base,🔍,-,278885778.0,250002.0,512.0,✓,✗,✗,✓,8.29 ± 3.20 / 28.65 ± 4.73,37.76 ± 2.48 / 37.76 ± 2.48,0.12 ± 0.29 / 35.78 ± 3.31,0.04 ± 0.05 / 0.04 ± 0.05,-,-,-,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,-,-,-
fresh-electra-small,🔍,-,13738755.0,32000.0,128.0,✓,✗,✗,✓,2.99 ± 3.66 / 21.66 ± 6.08,21.40 ± 1.31 / 21.40 ± 1.31,-0.31 ± 0.60 / 33.41 ± 0.26,0.04 ± 0.05 / 0.04 ± 0.05,-,-,-,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,-,-,-
